ID_Cliente,Data_Aquisicao,Canal_Aquisicao,Campanha_Aquisicao,Segmento,Regiao,Total_Pedidos,LTV,Status,Cohort
47181,2023-11-15,Meta Ads,Remarketing_Display,Mid-Market,SP,2,508.83,churned,2023-11
47182,2023-11-15,Meta Ads,Video_Awareness_Amplo,Mid-Market,MG,1,320.16,churned,2023-11
47183,2023-11-15,Meta Ads,Video_Awareness_Amplo,Mid-Market,ES,1,255.6,active,2023-11
47184,2023-11-15,Meta Ads,Video_Awareness_Amplo,SMB,BA,2,249.13,active,2023-11
47185,2023-11-15,Meta Ads,Video_Awareness_Amplo,SMB,PR,3,297.51,active,2023-11
47186,2023-11-15,Meta Ads,Video_Awareness_Amplo,Mid-Market,GO,1,247.53,churned,2023-11
47187,2023-11-15,TikTok Ads,Display_Generico,Mid-Market,SC,3,827.53,active,2023-11
47188,2023-11-15,TikTok Ads,Display_Generico,Mid-Market,MG,1,213.26,active,2023-11
47189,2023-11-15,TikTok Ads,Display_Generico,SMB,SP,1,369.57,active,2023-11
47190,2023-11-15,TikTok Ads,Display_Generico,SMB,PE,3,568.61,active,2023-11
47191,2023-11-15,TikTok Ads,Display_Generico,SMB,SP,2,434.75,churned,2023-11
47192,2023-11-15,TikTok Ads,Lead_Generation,SMB,SP,1,253.16,active,2023-11
47193,2023-11-15,TikTok Ads,Lead_Generation,Mid-Market,RJ,3,1218.8,active,2023-11
47194,2023-11-15,TikTok Ads,Lead_Generation,Mid-Market,BA,4,1998.55,active,2023-11
47195,2023-11-15,TikTok Ads,Lead_Generation,Mid-Market,BA,2,580.86,active,2023-11
47196,2023-11-15,TikTok Ads,Lead_Generation,SMB,RS,1,391.19,churned,2023-11
47197,2023-11-15,TikTok Ads,Lead_Generation,SMB,RJ,2,553.81,active,2023-11
47198,2023-11-15,TikTok Ads,Lead_Generation,Mid-Market,SP,2,1884.28,active,2023-11
47199,2023-11-15,TikTok Ads,Lead_Generation,SMB,MG,1,226.71,active,2023-11
47200,2023-11-15,TikTok Ads,Lead_Generation,Mid-Market,MG,1,263.49,active,2023-11
47201,2023-11-15,TikTok Ads,Lead_Generation,Enterprise,GO,1,893.31,churned,2023-11
47202,2023-11-15,TikTok Ads,Lead_Generation,SMB,PR,1,135.13,churned,2023-11
47203,2023-11-15,TikTok Ads,Lead_Generation,SMB,RJ,1,204.85,active,2023-11
47204,2023-11-15,TikTok Ads,Lead_Generation,Mid-Market,PR,1,305.87,churned,2023-11
47205,2023-11-15,TikTok Ads,Lead_Generation,SMB,BA,3,913.14,churned,2023-11
47206,2023-11-15,TikTok Ads,Lead_Generation,Mid-Market,SP,1,255.96,active,2023-11
47207,2023-11-15,TikTok Ads,Lead_Generation,SMB,SP,1,336.05,active,2023-11
47208,2023-11-15,TikTok Ads,Lead_Generation,SMB,RS,1,317.98,active,2023-11
47209,2023-11-15,TikTok Ads,Lead_Generation,SMB,MG,2,245.58,active,2023-11
47210,2023-11-15,TikTok Ads,Lead_Generation,Enterprise,SP,1,1160.0,active,2023-11
47211,2023-11-15,TikTok Ads,Lead_Generation,Mid-Market,RS,3,790.44,churned,2023-11
47212,2023-11-15,TikTok Ads,Lead_Generation,SMB,SC,3,589.95,active,2023-11
47213,2023-11-15,TikTok Ads,Lead_Generation,Mid-Market,BA,2,1424.89,active,2023-11
47214,2023-11-15,TikTok Ads,Lead_Generation,Enterprise,SC,1,1041.7,churned,2023-11
47215,2023-11-15,TikTok Ads,Performance_Search,Enterprise,DF,1,673.15,active,2023-11
47216,2023-11-15,TikTok Ads,Performance_Search,SMB,SP,2,675.47,active,2023-11
47217,2023-11-15,TikTok Ads,Performance_Search,SMB,PR,1,86.55,churned,2023-11
47218,2023-11-15,TikTok Ads,Performance_Search,Enterprise,GO,1,1052.05,active,2023-11
47219,2023-11-15,TikTok Ads,Performance_Search,SMB,GO,2,475.76,active,2023-11
47220,2023-11-15,TikTok Ads,Performance_Search,Mid-Market,SP,1,220.39,active,2023-11
47221,2023-11-15,TikTok Ads,Performance_Search,Mid-Market,SP,1,640.44,churned,2023-11
47222,2023-11-15,TikTok Ads,Performance_Search,Mid-Market,CE,2,618.08,active,2023-11
47223,2023-11-15,TikTok Ads,Performance_Search,SMB,SP,1,139.39,active,2023-11
47224,2023-11-15,TikTok Ads,Performance_Search,SMB,SP,1,107.09,churned,2023-11
47225,2023-11-15,TikTok Ads,Performance_Search,SMB,SP,2,214.25,active,2023-11
47226,2023-11-15,TikTok Ads,Performance_Search,SMB,MG,1,367.71,churned,2023-11
47227,2023-11-15,TikTok Ads,Performance_Search,Mid-Market,SP,1,398.79,active,2023-11
47228,2023-11-15,TikTok Ads,Performance_Search,Mid-Market,GO,2,2146.14,churned,2023-11
47229,2023-11-15,TikTok Ads,Performance_Search,SMB,PR,2,752.03,churned,2023-11
47230,2023-11-15,TikTok Ads,Performance_Search,SMB,ES,1,98.45,churned,2023-11
47231,2023-11-15,TikTok Ads,Performance_Search,SMB,SC,2,257.74,active,2023-11
47232,2023-11-15,TikTok Ads,Performance_Search,SMB,RJ,1,393.69,active,2023-11
47233,2023-11-15,TikTok Ads,Performance_Search,Mid-Market,MG,1,1038.79,active,2023-11
47234,2023-11-15,TikTok Ads,Performance_Search,SMB,BA,1,104.03,active,2023-11
47235,2023-11-15,TikTok Ads,Performance_Search,SMB,CE,2,335.13,active,2023-11
47236,2023-11-15,TikTok Ads,Performance_Search,Enterprise,RJ,1,1246.22,churned,2023-11
47237,2023-11-15,TikTok Ads,Performance_Search,Mid-Market,RJ,2,1104.28,active,2023-11
47238,2023-11-15,TikTok Ads,Performance_Search,SMB,BA,2,205.67,churned,2023-11
47239,2023-11-15,TikTok Ads,Performance_Search,SMB,SC,1,88.3,churned,2023-11
47240,2023-11-15,TikTok Ads,Performance_Search,Enterprise,RJ,2,1755.65,churned,2023-11
47241,2023-11-15,TikTok Ads,Performance_Search,Enterprise,SP,2,2050.05,churned,2023-11
47242,2023-11-15,TikTok Ads,Performance_Search,Mid-Market,PR,1,1476.91,active,2023-11
47243,2023-11-15,TikTok Ads,Performance_Search,SMB,PR,2,193.99,active,2023-11
47244,2023-11-15,TikTok Ads,Performance_Search,SMB,RJ,3,356.49,active,2023-11
47245,2023-11-15,TikTok Ads,Performance_Shopping,SMB,SP,2,183.43,churned,2023-11
47246,2023-11-15,TikTok Ads,Performance_Shopping,Mid-Market,PR,1,281.1,active,2023-11
47247,2023-11-15,TikTok Ads,Performance_Shopping,Mid-Market,SP,1,1389.2,active,2023-11
47248,2023-11-15,TikTok Ads,Performance_Shopping,Mid-Market,MG,1,343.88,active,2023-11
47249,2023-11-15,TikTok Ads,Performance_Shopping,Mid-Market,RJ,2,1623.13,churned,2023-11
47250,2023-11-15,TikTok Ads,Performance_Shopping,Enterprise,SP,1,1324.98,churned,2023-11
47251,2023-11-15,TikTok Ads,Performance_Shopping,Mid-Market,SP,1,743.11,active,2023-11
47252,2023-11-15,TikTok Ads,Performance_Shopping,Mid-Market,SP,3,2034.61,active,2023-11
47253,2023-11-15,TikTok Ads,Performance_Shopping,SMB,SC,1,259.51,active,2023-11
47254,2023-11-15,TikTok Ads,Performance_Shopping,Enterprise,PR,4,5066.01,churned,2023-11
47255,2023-11-15,TikTok Ads,Performance_Shopping,SMB,SP,2,230.2,active,2023-11
47256,2023-11-15,TikTok Ads,Performance_Shopping,SMB,SP,4,650.31,active,2023-11
47257,2023-11-15,TikTok Ads,Performance_Shopping,SMB,DF,2,737.88,active,2023-11
47258,2023-11-15,TikTok Ads,Performance_Shopping,SMB,SP,1,262.51,churned,2023-11
47259,2023-11-15,TikTok Ads,Performance_Shopping,SMB,RJ,2,412.56,churned,2023-11
47260,2023-11-15,TikTok Ads,Performance_Shopping,SMB,RJ,1,148.25,active,2023-11
47261,2023-11-15,TikTok Ads,Performance_Shopping,SMB,SP,2,426.69,churned,2023-11
47262,2023-11-15,TikTok Ads,Performance_Shopping,SMB,SP,2,259.12,churned,2023-11
47263,2023-11-15,TikTok Ads,Performance_Shopping,SMB,SC,1,271.33,active,2023-11
47264,2023-11-15,TikTok Ads,Performance_Shopping,SMB,SP,2,597.38,churned,2023-11
47265,2023-11-15,TikTok Ads,Performance_Shopping,SMB,RJ,1,318.94,active,2023-11
47266,2023-11-15,TikTok Ads,Performance_Shopping,SMB,RS,1,227.82,active,2023-11
47267,2023-11-15,TikTok Ads,Performance_Shopping,SMB,MG,2,384.69,active,2023-11
47268,2023-11-15,TikTok Ads,Performance_Shopping,SMB,MG,2,687.81,churned,2023-11
47269,2023-11-15,TikTok Ads,Performance_Shopping,Mid-Market,RJ,3,2713.7,active,2023-11
47270,2023-11-15,TikTok Ads,Performance_Shopping,SMB,RS,1,79.71,active,2023-11
47271,2023-11-15,TikTok Ads,Performance_Shopping,Mid-Market,MG,1,786.67,active,2023-11
47272,2023-11-15,TikTok Ads,Remarketing_Display,Mid-Market,RJ,2,1245.0,churned,2023-11
47273,2023-11-15,TikTok Ads,Remarketing_Display,SMB,PE,2,251.15,churned,2023-11
47274,2023-11-15,TikTok Ads,Remarketing_Display,SMB,SP,2,438.34,active,2023-11
47275,2023-11-15,TikTok Ads,Remarketing_Display,SMB,ES,3,687.58,churned,2023-11
47276,2023-11-15,TikTok Ads,Remarketing_Display,Mid-Market,GO,1,1315.52,churned,2023-11
47277,2023-11-15,TikTok Ads,Remarketing_Display,Mid-Market,SC,2,620.73,active,2023-11
47278,2023-11-15,TikTok Ads,Remarketing_Display,Mid-Market,MG,2,1364.39,active,2023-11
47279,2023-11-15,TikTok Ads,Remarketing_Display,SMB,PR,1,80.12,active,2023-11
47280,2023-11-15,TikTok Ads,Remarketing_Display,SMB,BA,2,337.62,active,2023-11
47281,2023-11-15,TikTok Ads,Remarketing_Display,SMB,PE,2,439.38,churned,2023-11
47282,2023-11-15,TikTok Ads,Remarketing_Display,SMB,RJ,1,276.95,churned,2023-11
47283,2023-11-15,TikTok Ads,Remarketing_Display,SMB,SP,1,375.36,active,2023-11
47284,2023-11-15,TikTok Ads,Remarketing_Display,Mid-Market,CE,1,231.2,active,2023-11
47285,2023-11-15,TikTok Ads,Remarketing_Display,Mid-Market,DF,1,639.86,active,2023-11
47286,2023-11-15,TikTok Ads,Remarketing_Display,Mid-Market,RJ,1,324.02,active,2023-11
47287,2023-11-15,TikTok Ads,Remarketing_Display,SMB,RJ,2,772.3,active,2023-11
47288,2023-11-15,TikTok Ads,Remarketing_Display,Mid-Market,ES,1,802.59,churned,2023-11
47289,2023-11-15,TikTok Ads,Remarketing_Display,SMB,MG,1,319.32,active,2023-11
47290,2023-11-15,TikTok Ads,Remarketing_Display,SMB,PR,2,210.44,active,2023-11
47291,2023-11-15,TikTok Ads,Video_Awareness_Amplo,SMB,MG,1,127.99,active,2023-11
47292,2023-11-15,TikTok Ads,Video_Awareness_Amplo,SMB,SC,2,499.22,churned,2023-11
47293,2023-11-15,TikTok Ads,Video_Awareness_Amplo,Mid-Market,MG,1,1330.48,active,2023-11
47294,2023-11-15,TikTok Ads,Video_Awareness_Amplo,Mid-Market,PE,1,599.91,churned,2023-11
47295,2023-11-15,TikTok Ads,Video_Awareness_Amplo,Enterprise,SP,2,2204.47,active,2023-11
47296,2023-11-15,TikTok Ads,Video_Awareness_Amplo,Mid-Market,SP,1,330.26,active,2023-11
47297,2023-11-15,TikTok Ads,Video_Awareness_Amplo,SMB,SC,1,363.02,active,2023-11
47298,2023-11-15,TikTok Ads,Video_Awareness_Amplo,SMB,BA,1,363.54,churned,2023-11
47299,2023-11-15,TikTok Ads,Video_Awareness_Amplo,SMB,BA,3,506.35,churned,2023-11
47300,2023-11-15,TikTok Ads,Video_Awareness_Amplo,SMB,DF,2,399.65,active,2023-11
47301,2023-11-16,Google Ads,Display_Generico,Mid-Market,RJ,1,356.41,active,2023-11
47302,2023-11-16,Google Ads,Lead_Generation,Enterprise,MG,3,3407.56,active,2023-11
47303,2023-11-16,Google Ads,Lead_Generation,SMB,SP,3,512.28,active,2023-11
47304,2023-11-16,Google Ads,Lead_Generation,Mid-Market,PR,3,1347.43,active,2023-11
47305,2023-11-16,Google Ads,Lead_Generation,SMB,RJ,2,418.23,active,2023-11
47306,2023-11-16,Google Ads,Lead_Generation,SMB,SC,1,289.67,active,2023-11
47307,2023-11-16,Google Ads,Lead_Generation,SMB,SC,2,582.9,active,2023-11
47308,2023-11-16,Google Ads,Lead_Generation,SMB,DF,1,91.5,active,2023-11
47309,2023-11-16,Google Ads,Lead_Generation,Mid-Market,SP,1,388.13,churned,2023-11
47310,2023-11-16,Google Ads,Lead_Generation,SMB,SC,1,353.5,active,2023-11
47311,2023-11-16,Google Ads,Lead_Generation,Mid-Market,MG,1,337.09,churned,2023-11
47312,2023-11-16,Google Ads,Lead_Generation,Mid-Market,PR,2,637.36,active,2023-11
47313,2023-11-16,Google Ads,Lead_Generation,SMB,RJ,1,138.2,active,2023-11
47314,2023-11-16,Google Ads,Performance_Search,SMB,SP,1,392.9,churned,2023-11
47315,2023-11-16,Google Ads,Performance_Search,SMB,SP,1,217.69,churned,2023-11
47316,2023-11-16,Google Ads,Performance_Search,SMB,ES,1,144.98,active,2023-11
47317,2023-11-16,Google Ads,Performance_Search,SMB,SP,1,214.33,active,2023-11
47318,2023-11-16,Google Ads,Performance_Search,SMB,BA,2,422.33,active,2023-11
47319,2023-11-16,Google Ads,Performance_Search,SMB,ES,2,510.21,active,2023-11
47320,2023-11-16,Google Ads,Performance_Search,Mid-Market,RJ,1,206.65,churned,2023-11
47321,2023-11-16,Google Ads,Performance_Search,SMB,PR,3,781.8,active,2023-11
47322,2023-11-16,Google Ads,Performance_Search,Mid-Market,PE,2,636.71,active,2023-11
47323,2023-11-16,Google Ads,Performance_Shopping,SMB,RJ,2,219.17,active,2023-11
47324,2023-11-16,Google Ads,Performance_Shopping,SMB,SP,1,95.03,active,2023-11
47325,2023-11-16,Google Ads,Performance_Shopping,SMB,RJ,2,216.24,active,2023-11
47326,2023-11-16,Google Ads,Performance_Shopping,SMB,MG,1,120.94,churned,2023-11
47327,2023-11-16,Google Ads,Performance_Shopping,SMB,MG,1,250.55,churned,2023-11
47328,2023-11-16,Google Ads,Performance_Shopping,SMB,MG,1,268.23,active,2023-11
47329,2023-11-16,Google Ads,Performance_Shopping,Mid-Market,SP,1,281.31,churned,2023-11
47330,2023-11-16,Google Ads,Performance_Shopping,Mid-Market,RS,1,1222.35,churned,2023-11
47331,2023-11-16,Google Ads,Performance_Shopping,Mid-Market,SP,2,1557.79,active,2023-11
47332,2023-11-16,Google Ads,Performance_Shopping,SMB,RJ,1,212.16,active,2023-11
47333,2023-11-16,Google Ads,Remarketing_Display,SMB,PR,3,825.4,churned,2023-11
47334,2023-11-16,Google Ads,Remarketing_Display,Enterprise,RJ,3,2890.5,churned,2023-11
47335,2023-11-16,Google Ads,Remarketing_Display,Enterprise,SP,1,1434.61,churned,2023-11
47336,2023-11-16,Google Ads,Remarketing_Display,SMB,PE,2,614.15,active,2023-11
47337,2023-11-16,Google Ads,Remarketing_Display,Enterprise,SP,2,2624.77,active,2023-11
47338,2023-11-16,Google Ads,Remarketing_Display,Enterprise,PR,1,603.72,active,2023-11
47339,2023-11-16,Google Ads,Remarketing_Display,SMB,SP,2,477.85,churned,2023-11
47340,2023-11-16,Google Ads,Remarketing_Display,SMB,PR,1,118.84,churned,2023-11
47341,2023-11-16,Google Ads,Remarketing_Display,SMB,SC,1,117.14,active,2023-11
47342,2023-11-16,Google Ads,Remarketing_Display,Enterprise,MG,1,818.17,churned,2023-11
47343,2023-11-16,Google Ads,Remarketing_Display,SMB,MG,2,262.42,active,2023-11
47344,2023-11-16,Google Ads,Remarketing_Display,Mid-Market,SP,2,2343.27,churned,2023-11
47345,2023-11-16,Google Ads,Video_Awareness_Amplo,SMB,SP,1,108.36,churned,2023-11
47346,2023-11-16,Google Ads,Video_Awareness_Amplo,SMB,RJ,3,707.32,active,2023-11
47347,2023-11-16,Google Ads,Video_Awareness_Amplo,Enterprise,CE,1,1311.08,active,2023-11
47348,2023-11-16,Meta Ads,Display_Generico,Mid-Market,MG,2,1199.28,active,2023-11
47349,2023-11-16,Meta Ads,Display_Generico,Mid-Market,PR,2,1600.65,churned,2023-11
47350,2023-11-16,Meta Ads,Display_Generico,Mid-Market,MG,1,262.38,churned,2023-11
47351,2023-11-16,Meta Ads,Display_Generico,SMB,BA,4,495.56,active,2023-11
47352,2023-11-16,Meta Ads,Display_Generico,Enterprise,SP,1,1411.91,churned,2023-11
47353,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,SP,1,347.95,active,2023-11
47354,2023-11-16,Meta Ads,Lead_Generation,SMB,SP,1,140.72,active,2023-11
47355,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,PR,1,687.9,active,2023-11
47356,2023-11-16,Meta Ads,Lead_Generation,SMB,RJ,1,134.89,active,2023-11
47357,2023-11-16,Meta Ads,Lead_Generation,SMB,SP,2,363.47,active,2023-11
47358,2023-11-16,Meta Ads,Lead_Generation,SMB,PE,1,112.05,active,2023-11
47359,2023-11-16,Meta Ads,Lead_Generation,SMB,SP,1,146.61,churned,2023-11
47360,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,PE,3,754.49,active,2023-11
47361,2023-11-16,Meta Ads,Lead_Generation,SMB,SP,2,438.15,active,2023-11
47362,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,SP,1,1193.14,churned,2023-11
47363,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,PE,1,285.1,active,2023-11
47364,2023-11-16,Meta Ads,Lead_Generation,SMB,BA,1,141.46,active,2023-11
47365,2023-11-16,Meta Ads,Lead_Generation,Enterprise,SP,1,1304.88,active,2023-11
47366,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,ES,2,1056.81,active,2023-11
47367,2023-11-16,Meta Ads,Lead_Generation,SMB,PR,2,281.64,active,2023-11
47368,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,SP,1,397.15,active,2023-11
47369,2023-11-16,Meta Ads,Lead_Generation,Enterprise,PE,1,1324.85,active,2023-11
47370,2023-11-16,Meta Ads,Lead_Generation,SMB,RJ,2,579.06,churned,2023-11
47371,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,GO,1,398.06,active,2023-11
47372,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,RJ,2,1573.94,churned,2023-11
47373,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,RJ,1,264.06,active,2023-11
47374,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,PR,1,322.42,active,2023-11
47375,2023-11-16,Meta Ads,Lead_Generation,Mid-Market,CE,1,313.29,active,2023-11
47376,2023-11-16,Meta Ads,Lead_Generation,SMB,RS,2,385.27,active,2023-11
47377,2023-11-16,Meta Ads,Performance_Search,Mid-Market,SP,1,210.53,churned,2023-11
47378,2023-11-16,Meta Ads,Performance_Search,SMB,MG,2,339.92,active,2023-11
47379,2023-11-16,Meta Ads,Performance_Search,Enterprise,GO,1,611.08,active,2023-11
47380,2023-11-16,Meta Ads,Performance_Search,SMB,PE,1,360.2,active,2023-11
47381,2023-11-16,Meta Ads,Performance_Search,SMB,RS,1,100.11,active,2023-11
47382,2023-11-16,Meta Ads,Performance_Search,SMB,PE,2,447.0,active,2023-11
47383,2023-11-16,Meta Ads,Performance_Search,Mid-Market,SP,1,206.4,active,2023-11
47384,2023-11-16,Meta Ads,Performance_Search,SMB,SP,2,540.58,churned,2023-11
47385,2023-11-16,Meta Ads,Performance_Search,Mid-Market,RJ,2,1930.1,churned,2023-11
47386,2023-11-16,Meta Ads,Performance_Search,SMB,PR,2,481.06,active,2023-11
47387,2023-11-16,Meta Ads,Performance_Shopping,SMB,RS,1,133.38,churned,2023-11
47388,2023-11-16,Meta Ads,Performance_Shopping,SMB,PR,1,128.28,active,2023-11
47389,2023-11-16,Meta Ads,Performance_Shopping,SMB,RJ,2,188.38,active,2023-11
47390,2023-11-16,Meta Ads,Performance_Shopping,Mid-Market,ES,2,549.83,churned,2023-11
47391,2023-11-16,Meta Ads,Performance_Shopping,Mid-Market,PR,1,337.44,active,2023-11
47392,2023-11-16,Meta Ads,Performance_Shopping,SMB,RS,1,378.6,active,2023-11
47393,2023-11-16,Meta Ads,Performance_Shopping,Mid-Market,SP,1,274.25,active,2023-11
47394,2023-11-16,Meta Ads,Performance_Shopping,Mid-Market,MG,1,239.54,active,2023-11
47395,2023-11-16,Meta Ads,Performance_Shopping,SMB,RS,2,271.35,churned,2023-11
47396,2023-11-16,Meta Ads,Performance_Shopping,SMB,PE,2,192.31,active,2023-11
47397,2023-11-16,Meta Ads,Performance_Shopping,SMB,PR,1,83.01,active,2023-11
47398,2023-11-16,Meta Ads,Performance_Shopping,Mid-Market,RJ,1,308.92,churned,2023-11
47399,2023-11-16,Meta Ads,Performance_Shopping,SMB,BA,1,127.4,active,2023-11
47400,2023-11-16,Meta Ads,Performance_Shopping,SMB,GO,1,140.67,churned,2023-11
47401,2023-11-16,Meta Ads,Performance_Shopping,SMB,SP,1,351.73,active,2023-11
47402,2023-11-16,Meta Ads,Performance_Shopping,SMB,PR,1,388.71,churned,2023-11
47403,2023-11-16,Meta Ads,Performance_Shopping,Mid-Market,SP,3,831.36,active,2023-11
47404,2023-11-16,Meta Ads,Performance_Shopping,SMB,MG,1,117.29,churned,2023-11
47405,2023-11-16,Meta Ads,Performance_Shopping,SMB,ES,2,340.88,active,2023-11
47406,2023-11-16,Meta Ads,Performance_Shopping,Mid-Market,RJ,1,391.0,active,2023-11
47407,2023-11-16,Meta Ads,Remarketing_Display,SMB,RJ,3,628.98,churned,2023-11
47408,2023-11-16,Meta Ads,Remarketing_Display,SMB,RS,1,89.57,active,2023-11
47409,2023-11-16,Meta Ads,Remarketing_Display,Mid-Market,SP,1,315.79,active,2023-11
47410,2023-11-16,Meta Ads,Remarketing_Display,SMB,SC,2,277.25,churned,2023-11
47411,2023-11-16,Meta Ads,Remarketing_Display,SMB,SP,2,479.16,active,2023-11
47412,2023-11-16,Meta Ads,Remarketing_Display,SMB,SP,3,453.26,churned,2023-11
47413,2023-11-16,Meta Ads,Remarketing_Display,SMB,SP,4,990.51,active,2023-11
47414,2023-11-16,Meta Ads,Remarketing_Display,SMB,RJ,1,267.42,churned,2023-11
47415,2023-11-16,Meta Ads,Remarketing_Display,SMB,SP,1,273.91,active,2023-11
47416,2023-11-16,Meta Ads,Remarketing_Display,Mid-Market,PR,2,636.8,active,2023-11
47417,2023-11-16,Meta Ads,Video_Awareness_Amplo,SMB,RJ,3,439.59,churned,2023-11
47418,2023-11-16,Meta Ads,Video_Awareness_Amplo,SMB,BA,1,249.13,active,2023-11
47419,2023-11-16,Meta Ads,Video_Awareness_Amplo,SMB,SP,1,122.87,active,2023-11
47420,2023-11-16,TikTok Ads,Display_Generico,Mid-Market,BA,1,611.96,active,2023-11
47421,2023-11-16,TikTok Ads,Display_Generico,SMB,GO,1,95.49,active,2023-11
47422,2023-11-16,TikTok Ads,Display_Generico,Mid-Market,ES,1,353.07,active,2023-11
47423,2023-11-16,TikTok Ads,Display_Generico,SMB,SC,1,80.1,churned,2023-11
47424,2023-11-16,TikTok Ads,Display_Generico,SMB,SP,3,665.25,active,2023-11
47425,2023-11-16,TikTok Ads,Lead_Generation,SMB,BA,3,824.05,active,2023-11
47426,2023-11-16,TikTok Ads,Lead_Generation,SMB,SP,2,227.84,churned,2023-11
47427,2023-11-16,TikTok Ads,Lead_Generation,SMB,SP,1,146.2,churned,2023-11
47428,2023-11-16,TikTok Ads,Lead_Generation,Enterprise,RS,2,1473.27,active,2023-11
47429,2023-11-16,TikTok Ads,Lead_Generation,Mid-Market,RS,1,234.74,churned,2023-11
47430,2023-11-16,TikTok Ads,Lead_Generation,SMB,RS,1,106.77,active,2023-11
47431,2023-11-16,TikTok Ads,Lead_Generation,Mid-Market,SC,1,359.23,active,2023-11
47432,2023-11-16,TikTok Ads,Lead_Generation,SMB,BA,2,420.56,active,2023-11
47433,2023-11-16,TikTok Ads,Lead_Generation,SMB,SP,3,339.79,churned,2023-11
47434,2023-11-16,TikTok Ads,Lead_Generation,SMB,SC,1,100.96,active,2023-11
47435,2023-11-16,TikTok Ads,Lead_Generation,SMB,GO,4,952.9,churned,2023-11
47436,2023-11-16,TikTok Ads,Lead_Generation,SMB,SC,1,115.36,active,2023-11
47437,2023-11-16,TikTok Ads,Performance_Search,Enterprise,SP,1,1317.2,active,2023-11
47438,2023-11-16,TikTok Ads,Performance_Search,Enterprise,SP,1,925.99,churned,2023-11
47439,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,1,317.81,churned,2023-11
47440,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,ES,1,299.48,active,2023-11
47441,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,MG,2,569.41,churned,2023-11
47442,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,SC,1,279.98,active,2023-11
47443,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,GO,3,1902.24,active,2023-11
47444,2023-11-16,TikTok Ads,Performance_Search,SMB,RJ,1,359.55,active,2023-11
47445,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,PR,1,242.31,active,2023-11
47446,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,PE,1,208.61,churned,2023-11
47447,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,RJ,1,209.79,active,2023-11
47448,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,SP,1,231.07,active,2023-11
47449,2023-11-16,TikTok Ads,Performance_Search,Enterprise,RS,2,1565.87,churned,2023-11
47450,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,RS,2,1603.35,active,2023-11
47451,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,1,122.47,active,2023-11
47452,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,2,453.66,active,2023-11
47453,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,1,113.52,active,2023-11
47454,2023-11-16,TikTok Ads,Performance_Search,SMB,RJ,1,275.19,active,2023-11
47455,2023-11-16,TikTok Ads,Performance_Search,SMB,PR,1,124.76,active,2023-11
47456,2023-11-16,TikTok Ads,Performance_Search,SMB,PR,1,138.19,churned,2023-11
47457,2023-11-16,TikTok Ads,Performance_Search,SMB,RS,1,355.66,churned,2023-11
47458,2023-11-16,TikTok Ads,Performance_Search,Enterprise,RJ,1,1258.42,active,2023-11
47459,2023-11-16,TikTok Ads,Performance_Search,SMB,PR,1,96.06,churned,2023-11
47460,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,1,254.28,active,2023-11
47461,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,ES,1,1195.88,churned,2023-11
47462,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,1,313.73,active,2023-11
47463,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,SC,1,259.28,active,2023-11
47464,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,SP,2,574.99,churned,2023-11
47465,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,SP,1,262.13,churned,2023-11
47466,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,CE,1,1245.94,active,2023-11
47467,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,1,96.84,churned,2023-11
47468,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,1,223.65,churned,2023-11
47469,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,1,80.31,churned,2023-11
47470,2023-11-16,TikTok Ads,Performance_Search,Mid-Market,BA,1,339.67,active,2023-11
47471,2023-11-16,TikTok Ads,Performance_Search,SMB,BA,1,137.32,churned,2023-11
47472,2023-11-16,TikTok Ads,Performance_Search,SMB,SP,2,361.95,churned,2023-11
