Data,Canal,Campanha,Investimento,Impressoes,Cliques,Conversoes,Pedidos,Receita,Novos_Clientes
2024-03-28,Meta Ads,Display_Generico,1342.75,27520,779,22,6.0,4087.66,5.0
2024-03-28,Meta Ads,Lead_Generation,1122.13,2142,639,103,16.0,4659.4800000000005,8.0
2024-03-28,Meta Ads,Performance_Search,576.17,1000,292,61,21.0,8216.03,13.0
2024-03-28,Meta Ads,Performance_Shopping,1119.17,2202,637,98,16.0,6294.02,11.0
2024-03-28,Meta Ads,Remarketing_Display,313.04,6913,174,39,9.0,4556.42,6.0
2024-03-28,Meta Ads,Video_Awareness_Amplo,1872.61,43733,1121,37,2.0,950.84,0.0
2024-03-28,TikTok Ads,Display_Generico,1524.56,40911,1159,39,7.0,3751.1,5.0
2024-03-28,TikTok Ads,Lead_Generation,1194.03,2499,989,180,31.0,14561.759999999998,22.0
2024-03-28,TikTok Ads,Performance_Search,1269.56,3140,1121,292,33.0,14341.2,23.0
2024-03-28,TikTok Ads,Performance_Shopping,1274.92,2910,1022,212,24.0,8014.9,11.0
2024-03-28,TikTok Ads,Remarketing_Display,472.32,14923,387,99,16.0,8281.83,10.0
2024-03-28,TikTok Ads,Video_Awareness_Amplo,1196.98,31876,1079,50,12.0,6377.0,7.0
2024-03-29,Google Ads,Display_Generico,1563.6,29536,669,20,1.0,385.18,1.0
2024-03-29,Google Ads,Lead_Generation,687.91,779,277,45,13.0,6641.98,6.0
2024-03-29,Google Ads,Performance_Search,1041.28,1347,447,106,16.0,4770.22,11.0
2024-03-29,Google Ads,Performance_Shopping,745.19,835,280,57,15.0,7042.9400000000005,9.0
2024-03-29,Google Ads,Remarketing_Display,497.76,7057,219,51,4.0,1978.35,3.0
2024-03-29,Google Ads,Video_Awareness_Amplo,1510.85,19610,582,25,8.0,4067.46,3.0
2024-03-29,Meta Ads,Display_Generico,1691.84,42514,954,23,2.0,630.7,1.0
2024-03-29,Meta Ads,Lead_Generation,892.22,1676,486,81,14.0,5996.24,11.0
2024-03-29,Meta Ads,Performance_Search,878.39,1647,541,110,23.0,6461.85,14.0
2024-03-29,Meta Ads,Performance_Shopping,926.77,1606,496,78,19.0,5966.4800000000005,15.0
2024-03-29,Meta Ads,Remarketing_Display,432.78,10058,253,56,16.0,8807.4,7.0
2024-03-29,Meta Ads,Video_Awareness_Amplo,1651.69,41699,952,33,5.0,881.61,4.0
2024-03-29,TikTok Ads,Display_Generico,1699.87,49593,1329,41,9.0,5108.75,6.0
2024-03-29,TikTok Ads,Lead_Generation,635.76,1298,536,100,28.0,7632.36,19.0
2024-03-29,TikTok Ads,Performance_Search,982.48,2022,791,205,45.0,14617.28,24.0
2024-03-29,TikTok Ads,Performance_Shopping,690.63,1601,560,118,34.0,13241.64,28.0
2024-03-29,TikTok Ads,Remarketing_Display,411.83,12481,363,106,17.0,5557.53,10.0
2024-03-29,TikTok Ads,Video_Awareness_Amplo,1730.32,54766,1372,58,9.0,3186.5299999999997,7.0
2024-03-30,Google Ads,Display_Generico,765.24,9318,308,9,5.0,1316.15,3.0
2024-03-30,Google Ads,Lead_Generation,686.67,750,276,45,7.0,2727.18,2.0
2024-03-30,Google Ads,Performance_Search,540.06,586,202,48,20.0,3495.52,12.0
2024-03-30,Google Ads,Performance_Shopping,843.28,882,319,59,12.0,3336.9100000000003,9.0
2024-03-30,Google Ads,Remarketing_Display,180.33,2684,71,17,9.0,1765.44,5.0
2024-03-30,Google Ads,Video_Awareness_Amplo,797.7,9941,326,12,5.0,3016.92,5.0
2024-03-30,Meta Ads,Display_Generico,684.89,17946,411,11,1.0,115.66,1.0
2024-03-30,Meta Ads,Lead_Generation,556.68,962,314,49,13.0,5979.42,9.0
2024-03-30,Meta Ads,Performance_Search,466.75,838,272,52,21.0,7431.79,15.0
2024-03-30,Meta Ads,Performance_Shopping,378.49,693,204,35,25.0,14564.210000000001,13.0
2024-03-30,Meta Ads,Remarketing_Display,254.68,6660,141,32,13.0,6684.32,8.0
2024-03-30,Meta Ads,Video_Awareness_Amplo,1017.14,19134,537,20,8.0,3830.46,4.0
2024-03-30,TikTok Ads,Display_Generico,1206.53,27426,950,28,10.0,2555.24,7.0
2024-03-30,TikTok Ads,Lead_Generation,524.38,1148,423,83,32.0,11719.1,21.0
2024-03-30,TikTok Ads,Performance_Search,529.05,1120,454,104,32.0,11186.59,21.0
2024-03-30,TikTok Ads,Performance_Shopping,571.81,1232,507,104,37.0,16519.31,24.0
2024-03-30,TikTok Ads,Remarketing_Display,204.91,6008,164,49,17.0,7614.9400000000005,14.0
2024-03-30,TikTok Ads,Video_Awareness_Amplo,1222.58,28489,994,45,15.0,5425.04,8.0
2024-03-31,Google Ads,Display_Generico,1224.51,17655,484,15,3.0,616.3199999999999,1.0
2024-03-31,Google Ads,Lead_Generation,391.79,384,145,25,11.0,6959.7,6.0
2024-03-31,Google Ads,Performance_Search,440.34,535,172,39,13.0,4640.59,7.0
2024-03-31,Google Ads,Performance_Shopping,545.36,610,234,48,10.0,3138.44,6.0
2024-03-31,Google Ads,Remarketing_Display,320.01,4013,121,31,3.0,918.24,3.0
2024-03-31,Google Ads,Video_Awareness_Amplo,950.53,13883,369,15,1.0,123.33,0.0
2024-03-31,Meta Ads,Display_Generico,901.56,21413,504,13,1.0,147.71,0.0
2024-03-31,Meta Ads,Lead_Generation,633.49,1045,354,50,20.0,8579.84,13.0
2024-03-31,Meta Ads,Performance_Search,703.09,1187,381,72,20.0,8997.04,17.0
2024-03-31,Meta Ads,Performance_Shopping,664.43,1182,341,54,10.0,2911.81,7.0
2024-03-31,Meta Ads,Remarketing_Display,189.24,3520,96,23,7.0,2912.88,5.0
2024-03-31,Meta Ads,Video_Awareness_Amplo,722.2,17854,427,16,3.0,384.74,2.0
2024-03-31,TikTok Ads,Display_Generico,1151.36,29745,945,30,8.0,5483.83,7.0
2024-03-31,TikTok Ads,Lead_Generation,359.58,852,323,56,25.0,12680.01,16.0
2024-03-31,TikTok Ads,Performance_Search,430.53,1066,370,90,36.0,16209.7,23.0
2024-03-31,TikTok Ads,Performance_Shopping,647.9,1244,503,100,27.0,8437.06,14.0
2024-03-31,TikTok Ads,Remarketing_Display,192.15,4736,171,48,18.0,7477.85,12.0
2024-03-31,TikTok Ads,Video_Awareness_Amplo,827.46,20491,677,29,6.0,2096.04,4.0
2024-04-01,Google Ads,Display_Generico,1401.01,24703,617,17,0.0,0.0,0.0
2024-04-01,Google Ads,Lead_Generation,1278.95,1445,509,90,15.0,5217.38,13.0
2024-04-01,Google Ads,Performance_Search,959.55,1103,359,79,21.0,8867.029999999999,16.0
2024-04-01,Google Ads,Performance_Shopping,831.35,1008,319,62,13.0,5712.53,9.0
2024-04-01,Google Ads,Remarketing_Display,301.09,4292,131,33,8.0,3144.87,8.0
2024-04-01,Google Ads,Video_Awareness_Amplo,1412.72,16521,519,22,3.0,1605.76,2.0
2024-04-01,Meta Ads,Display_Generico,1615.66,38488,862,23,3.0,1557.46,2.0
2024-04-01,Meta Ads,Lead_Generation,594.57,1043,301,50,24.0,8211.84,15.0
2024-04-01,Meta Ads,Performance_Search,1363.86,2535,767,153,15.0,7096.33,10.0
2024-04-01,Meta Ads,Performance_Shopping,1267.65,2213,709,112,20.0,8286.41,12.0
2024-04-01,Meta Ads,Remarketing_Display,387.78,9135,220,53,4.0,583.99,2.0
2024-04-01,Meta Ads,Video_Awareness_Amplo,1934.71,53164,1158,40,9.0,2500.7599999999998,4.0
2024-04-01,TikTok Ads,Display_Generico,1396.06,29299,1061,33,4.0,1462.0700000000002,3.0
2024-04-01,TikTok Ads,Lead_Generation,1307.2,2947,1038,193,25.0,9600.87,18.0
2024-04-01,TikTok Ads,Performance_Search,678.45,1557,613,139,39.0,12879.41,24.0
2024-04-01,TikTok Ads,Performance_Shopping,1092.29,2165,848,163,28.0,13418.19,19.0
2024-04-01,TikTok Ads,Remarketing_Display,429.59,12809,365,96,13.0,6878.8,8.0
2024-04-01,TikTok Ads,Video_Awareness_Amplo,1428.44,38708,1167,48,15.0,5682.67,12.0
2024-04-02,Google Ads,Display_Generico,1875.47,26324,723,20,4.0,517.12,3.0
2024-04-02,Google Ads,Lead_Generation,597.78,672,229,35,7.0,3041.4399999999996,4.0
2024-04-02,Google Ads,Performance_Search,1086.88,1244,449,96,21.0,8393.49,16.0
2024-04-02,Google Ads,Performance_Shopping,1119.47,1234,433,85,9.0,3275.8,6.0
2024-04-02,Google Ads,Remarketing_Display,398.84,7037,172,40,7.0,1730.84,6.0
2024-04-02,Google Ads,Video_Awareness_Amplo,1236.99,15410,498,18,3.0,1546.16,1.0
2024-04-02,Meta Ads,Display_Generico,1118.02,20802,593,16,4.0,651.82,2.0
2024-04-02,Meta Ads,Lead_Generation,1041.5,1674,566,92,7.0,1936.41,6.0
2024-04-02,Meta Ads,Performance_Search,1011.73,1563,514,100,17.0,7399.57,11.0
2024-04-02,Meta Ads,Performance_Shopping,1132.71,1810,590,108,16.0,5445.1,12.0
2024-04-02,Meta Ads,Remarketing_Display,413.48,7112,215,48,7.0,2971.58,4.0
2024-04-02,Meta Ads,Video_Awareness_Amplo,1773.94,43388,1085,41,8.0,2551.98,4.0
2024-04-02,TikTok Ads,Display_Generico,1959.78,49270,1536,50,9.0,4171.04,7.0
2024-04-02,TikTok Ads,Lead_Generation,1359.88,2785,1075,218,30.0,10280.369999999999,13.0
2024-04-02,TikTok Ads,Performance_Search,1310.95,2989,1154,296,38.0,16842.53,27.0
2024-04-02,TikTok Ads,Performance_Shopping,1162.22,2754,946,206,27.0,10387.880000000001,15.0
2024-04-02,TikTok Ads,Remarketing_Display,484.1,11477,386,104,15.0,3784.46,10.0
2024-04-02,TikTok Ads,Video_Awareness_Amplo,1406.08,40359,1233,55,8.0,2170.81,7.0
2024-04-03,Google Ads,Display_Generico,1504.77,27325,639,19,4.0,2860.41,1.0
2024-04-03,Google Ads,Lead_Generation,694.6,824,290,52,4.0,1196.84,2.0
2024-04-03,Google Ads,Performance_Search,746.27,776,275,60,11.0,3811.27,6.0
2024-04-03,Google Ads,Performance_Shopping,902.79,1051,396,72,11.0,4511.47,8.0
2024-04-03,Google Ads,Remarketing_Display,448.39,6045,175,43,9.0,5590.01,9.0
2024-04-03,Google Ads,Video_Awareness_Amplo,1496.5,21599,647,24,6.0,2966.21,3.0
2024-04-03,Meta Ads,Display_Generico,1679.53,40244,980,26,4.0,915.3,2.0
2024-04-03,Meta Ads,Lead_Generation,916.65,1516,496,74,11.0,4143.87,8.0
2024-04-03,Meta Ads,Performance_Search,962.88,1599,556,104,24.0,7510.87,12.0
2024-04-03,Meta Ads,Performance_Shopping,889.91,1465,452,79,16.0,6148.77,13.0
2024-04-03,Meta Ads,Remarketing_Display,359.47,8027,216,52,14.0,5910.39,8.0
2024-04-03,Meta Ads,Video_Awareness_Amplo,1917.56,40691,1098,37,4.0,1618.73,2.0
2024-04-03,TikTok Ads,Display_Generico,1964.86,54524,1790,61,12.0,2967.56,9.0
2024-04-03,TikTok Ads,Lead_Generation,792.98,1829,680,115,35.0,13968.97,22.0
2024-04-03,TikTok Ads,Performance_Search,752.85,1522,609,146,47.0,15613.17,32.0
2024-04-03,TikTok Ads,Performance_Shopping,820.45,1790,631,137,24.0,8126.12,14.0
2024-04-03,TikTok Ads,Remarketing_Display,461.42,10365,370,106,21.0,10051.74,12.0
2024-04-03,TikTok Ads,Video_Awareness_Amplo,1898.17,47225,1565,66,9.0,2572.58,4.0
2024-04-04,Google Ads,Display_Generico,1996.22,28477,838,25,4.0,1937.89,1.0
2024-04-04,Google Ads,Lead_Generation,987.45,1106,400,67,7.0,2839.04,3.0
2024-04-04,Google Ads,Performance_Search,1156.63,1261,477,97,12.0,4610.53,8.0
2024-04-04,Google Ads,Performance_Shopping,804.61,869,321,64,15.0,4860.8099999999995,9.0
2024-04-04,Google Ads,Remarketing_Display,330.53,5502,142,35,10.0,2836.04,7.0
2024-04-04,Google Ads,Video_Awareness_Amplo,1361.04,20910,554,20,3.0,1894.77,1.0
2024-04-04,Meta Ads,Display_Generico,1854.4,32477,993,24,6.0,1329.96,5.0
2024-04-04,Meta Ads,Lead_Generation,588.44,988,324,48,17.0,7491.58,10.0
2024-04-04,Meta Ads,Performance_Search,936.9,1776,532,104,23.0,7037.12,15.0
2024-04-04,Meta Ads,Performance_Shopping,891.49,1801,534,94,11.0,3127.77,7.0
2024-04-04,Meta Ads,Remarketing_Display,465.9,11089,237,49,6.0,1283.12,2.0
2024-04-04,Meta Ads,Video_Awareness_Amplo,1147.72,32261,667,26,6.0,2495.59,4.0
2024-04-04,TikTok Ads,Display_Generico,1523.61,41206,1155,36,10.0,2537.76,6.0
2024-04-04,TikTok Ads,Lead_Generation,582.73,1172,449,78,25.0,7693.61,17.0
2024-04-04,TikTok Ads,Performance_Search,794.94,1788,655,150,34.0,14735.53,19.0
2024-04-04,TikTok Ads,Performance_Shopping,670.79,1489,579,132,47.0,16595.7,33.0
2024-04-04,TikTok Ads,Remarketing_Display,425.36,14222,352,103,18.0,7573.61,11.0
2024-04-04,TikTok Ads,Video_Awareness_Amplo,1204.75,38732,984,45,8.0,2654.61,4.0
2024-04-05,Google Ads,Display_Generico,1479.35,18759,574,18,3.0,1495.02,1.0
2024-04-05,Google Ads,Lead_Generation,552.07,678,225,41,7.0,2353.63,6.0
2024-04-05,Google Ads,Performance_Search,1298.84,1481,478,106,11.0,4798.72,9.0
2024-04-05,Google Ads,Performance_Shopping,625.53,661,246,47,14.0,4762.86,10.0
2024-04-05,Google Ads,Remarketing_Display,511.07,7530,192,49,9.0,3011.52,6.0
2024-04-05,Google Ads,Video_Awareness_Amplo,1795.03,24896,749,30,0.0,0.0,0.0
2024-04-05,Meta Ads,Display_Generico,1453.03,31146,808,23,4.0,2109.49,3.0
2024-04-05,Meta Ads,Lead_Generation,810.87,1428,444,73,11.0,4437.07,9.0
2024-04-05,Meta Ads,Performance_Search,1035.25,2095,638,137,23.0,8399.0,14.0
2024-04-05,Meta Ads,Performance_Shopping,783.57,1466,440,69,19.0,5476.88,10.0
2024-04-05,Meta Ads,Remarketing_Display,329.97,6055,181,39,10.0,3003.47,6.0
2024-04-05,Meta Ads,Video_Awareness_Amplo,1630.81,43908,955,37,8.0,3061.3900000000003,4.0
2024-04-05,TikTok Ads,Display_Generico,1363.06,32927,1033,34,8.0,3758.5,6.0
2024-04-05,TikTok Ads,Lead_Generation,739.2,1822,645,120,22.0,10392.460000000001,11.0
2024-04-05,TikTok Ads,Performance_Search,1202.48,2737,1107,272,31.0,11881.78,17.0
2024-04-05,TikTok Ads,Performance_Shopping,970.97,2232,896,175,38.0,15855.01,22.0
2024-04-05,TikTok Ads,Remarketing_Display,471.74,12792,435,108,19.0,8240.56,11.0
2024-04-05,TikTok Ads,Video_Awareness_Amplo,1303.04,42822,1106,51,13.0,5600.4,7.0
2024-04-06,Google Ads,Display_Generico,1149.0,17855,418,12,4.0,1429.94,2.0
2024-04-06,Google Ads,Lead_Generation,358.36,411,153,28,17.0,7922.41,14.0
2024-04-06,Google Ads,Performance_Search,531.19,592,202,48,18.0,6122.06,11.0
2024-04-06,Google Ads,Performance_Shopping,446.0,555,198,41,17.0,8553.06,11.0
2024-04-06,Google Ads,Remarketing_Display,292.27,4463,127,34,8.0,2067.77,6.0
2024-04-06,Google Ads,Video_Awareness_Amplo,1135.23,13935,436,18,6.0,1425.78,5.0
2024-04-06,Meta Ads,Display_Generico,949.36,18721,487,12,7.0,3562.8199999999997,5.0
2024-04-06,Meta Ads,Lead_Generation,588.28,1187,349,55,16.0,5388.69,8.0
2024-04-06,Meta Ads,Performance_Search,547.42,1073,334,68,20.0,8174.65,15.0
2024-04-06,Meta Ads,Performance_Shopping,468.53,811,245,37,18.0,4992.2,13.0
2024-04-06,Meta Ads,Remarketing_Display,267.61,5901,142,33,15.0,4490.3,9.0
2024-04-06,Meta Ads,Video_Awareness_Amplo,926.55,20895,555,20,5.0,1958.34,4.0
2024-04-06,TikTok Ads,Display_Generico,1323.76,34596,1138,38,9.0,3393.02,4.0
2024-04-06,TikTok Ads,Lead_Generation,491.43,1092,402,80,27.0,9486.91,16.0
2024-04-06,TikTok Ads,Performance_Search,780.78,1900,692,153,41.0,16984.06,29.0
2024-04-06,TikTok Ads,Performance_Shopping,512.13,1040,432,93,25.0,10665.73,15.0
2024-04-06,TikTok Ads,Remarketing_Display,316.37,10468,273,71,19.0,8643.99,16.0
2024-04-06,TikTok Ads,Video_Awareness_Amplo,830.58,23854,638,29,15.0,5733.24,10.0
2024-04-07,Google Ads,Display_Generico,1020.25,12352,371,11,2.0,2234.78,1.0
2024-04-07,Google Ads,Lead_Generation,842.72,843,321,51,13.0,4260.7,11.0
2024-04-07,Google Ads,Performance_Search,539.95,637,221,52,18.0,8581.22,11.0
2024-04-07,Google Ads,Performance_Shopping,429.56,547,188,32,14.0,5634.29,9.0
2024-04-07,Google Ads,Remarketing_Display,299.46,3534,113,29,8.0,7454.75,7.0
2024-04-07,Google Ads,Video_Awareness_Amplo,728.68,8969,271,10,4.0,993.62,2.0
2024-04-07,Meta Ads,Display_Generico,1041.46,18813,563,15,4.0,2607.8,3.0
2024-04-07,Meta Ads,Lead_Generation,440.1,884,271,44,17.0,4571.81,12.0
2024-04-07,Meta Ads,Performance_Search,368.57,620,215,44,26.0,10971.87,19.0
2024-04-07,Meta Ads,Performance_Shopping,844.38,1362,474,80,20.0,8713.869999999999,15.0
2024-04-07,Meta Ads,Remarketing_Display,213.7,4142,127,27,8.0,4078.82,5.0
2024-04-07,Meta Ads,Video_Awareness_Amplo,1230.43,23224,708,23,12.0,6649.5599999999995,7.0
2024-04-07,TikTok Ads,Display_Generico,1047.05,26428,863,29,7.0,3142.64,4.0
2024-04-07,TikTok Ads,Lead_Generation,628.11,1167,477,86,27.0,9964.72,15.0
2024-04-07,TikTok Ads,Performance_Search,740.76,1677,598,141,42.0,15541.300000000001,28.0
2024-04-07,TikTok Ads,Performance_Shopping,521.43,1221,472,108,28.0,10656.97,20.0
2024-04-07,TikTok Ads,Remarketing_Display,276.75,9189,228,58,21.0,8623.1,17.0
2024-04-07,TikTok Ads,Video_Awareness_Amplo,1200.32,30870,1105,44,11.0,4924.110000000001,6.0
2024-04-08,Google Ads,Display_Generico,1735.99,23994,759,24,5.0,1851.3600000000001,3.0
2024-04-08,Google Ads,Lead_Generation,879.0,1047,345,59,16.0,4133.77,9.0
2024-04-08,Google Ads,Performance_Search,935.98,988,345,69,17.0,6574.49,13.0
2024-04-08,Google Ads,Performance_Shopping,733.75,896,288,53,9.0,1979.67,7.0
2024-04-08,Google Ads,Remarketing_Display,362.84,5754,136,35,9.0,2165.95,5.0
2024-04-08,Google Ads,Video_Awareness_Amplo,1152.73,15523,451,16,4.0,2620.77,1.0
2024-04-08,Meta Ads,Display_Generico,1939.92,38660,1118,28,4.0,1423.0,3.0
2024-04-08,Meta Ads,Lead_Generation,1162.69,2232,680,113,17.0,4411.8099999999995,11.0
2024-04-08,Meta Ads,Performance_Search,826.38,1295,419,90,24.0,7831.62,20.0
2024-04-08,Meta Ads,Performance_Shopping,1099.35,2300,674,120,17.0,7665.65,5.0
2024-04-08,Meta Ads,Remarketing_Display,424.4,9488,254,60,10.0,5488.55,8.0
2024-04-08,Meta Ads,Video_Awareness_Amplo,1280.08,35503,759,29,3.0,811.77,2.0
2024-04-08,TikTok Ads,Display_Generico,1452.31,43868,1252,40,7.0,2088.43,3.0
2024-04-08,TikTok Ads,Lead_Generation,1281.78,3249,1117,223,29.0,12574.369999999999,22.0
2024-04-08,TikTok Ads,Performance_Search,1020.04,2196,893,229,50.0,18077.21,36.0
2024-04-08,TikTok Ads,Performance_Shopping,628.68,1282,509,110,19.0,7188.2,12.0
2024-04-08,TikTok Ads,Remarketing_Display,470.42,14883,419,123,20.0,7897.49,12.0
2024-04-08,TikTok Ads,Video_Awareness_Amplo,1453.43,47270,1195,57,8.0,3647.5,5.0
2024-04-09,Google Ads,Display_Generico,1355.96,16935,498,14,4.0,799.56,2.0
2024-04-09,Google Ads,Lead_Generation,1115.33,1251,476,81,11.0,4161.71,8.0
2024-04-09,Google Ads,Performance_Search,1312.95,1282,483,109,24.0,8571.289999999999,15.0
2024-04-09,Google Ads,Performance_Shopping,727.09,990,319,58,11.0,4848.26,7.0
2024-04-09,Google Ads,Remarketing_Display,410.56,5462,149,37,8.0,1289.93,2.0
2024-04-09,Google Ads,Video_Awareness_Amplo,1646.34,25983,627,26,4.0,1301.8899999999999,3.0
2024-04-09,Meta Ads,Display_Generico,1824.51,31249,923,26,4.0,1877.2800000000002,3.0
2024-04-09,Meta Ads,Lead_Generation,1008.22,1772,528,81,8.0,3982.5499999999997,4.0
2024-04-09,Meta Ads,Performance_Search,1331.84,2201,730,154,16.0,5807.53,8.0
2024-04-09,Meta Ads,Performance_Shopping,852.97,1299,431,72,17.0,7391.09,12.0
2024-04-09,Meta Ads,Remarketing_Display,457.91,11700,253,60,6.0,3704.1800000000003,2.0
2024-04-09,Meta Ads,Video_Awareness_Amplo,1328.45,31107,691,23,4.0,3063.56,1.0
2024-04-09,TikTok Ads,Display_Generico,2029.57,74580,1830,63,6.0,3378.92,4.0
2024-04-09,TikTok Ads,Lead_Generation,881.72,1983,721,144,21.0,9928.79,13.0
2024-04-09,TikTok Ads,Performance_Search,636.19,1410,494,110,45.0,17767.25,29.0
2024-04-09,TikTok Ads,Performance_Shopping,747.38,1499,613,126,33.0,13749.67,21.0
2024-04-09,TikTok Ads,Remarketing_Display,422.14,13645,376,95,22.0,7904.2300000000005,16.0
2024-04-09,TikTok Ads,Video_Awareness_Amplo,1274.16,37542,1093,52,6.0,2351.7599999999998,5.0
2024-04-10,Google Ads,Display_Generico,1982.68,31494,861,23,3.0,898.4399999999999,2.0
2024-04-10,Google Ads,Lead_Generation,659.84,848,275,46,9.0,5353.6,3.0
2024-04-10,Google Ads,Performance_Search,1085.59,1512,478,98,13.0,4414.07,6.0
2024-04-10,Google Ads,Performance_Shopping,806.58,864,323,59,8.0,2982.69,7.0
2024-04-10,Google Ads,Remarketing_Display,375.79,6888,155,42,7.0,3388.86,6.0
2024-04-10,Google Ads,Video_Awareness_Amplo,1828.59,23514,711,28,4.0,1150.4099999999999,3.0
2024-04-10,Meta Ads,Display_Generico,1753.15,42864,1057,29,5.0,1882.08,2.0
2024-04-10,Meta Ads,Lead_Generation,1277.26,2425,733,120,13.0,4668.93,7.0
2024-04-10,Meta Ads,Performance_Search,1289.35,2271,729,149,14.0,6799.92,10.0
2024-04-10,Meta Ads,Performance_Shopping,972.34,1865,575,90,16.0,5278.01,12.0
2024-04-10,Meta Ads,Remarketing_Display,391.1,9772,212,48,9.0,4767.61,7.0
2024-04-10,Meta Ads,Video_Awareness_Amplo,1640.82,33856,890,33,7.0,5346.28,5.0
2024-04-10,TikTok Ads,Display_Generico,1593.02,41442,1311,43,9.0,2461.4700000000003,4.0
2024-04-10,TikTok Ads,Lead_Generation,1061.29,2711,942,171,30.0,14125.06,24.0
2024-04-10,TikTok Ads,Performance_Search,808.43,1547,646,152,33.0,13811.61,19.0
2024-04-10,TikTok Ads,Performance_Shopping,1193.87,2883,1048,238,31.0,11571.52,18.0
2024-04-10,TikTok Ads,Remarketing_Display,280.08,8180,247,66,15.0,5914.37,7.0
2024-04-10,TikTok Ads,Video_Awareness_Amplo,1326.82,41359,1050,43,6.0,2805.2,5.0
2024-04-11,Google Ads,Display_Generico,1937.74,23850,761,20,3.0,727.22,3.0
2024-04-11,Google Ads,Lead_Generation,1012.2,1090,405,62,14.0,7917.73,9.0
2024-04-11,Google Ads,Performance_Search,1151.55,1376,481,102,14.0,4151.84,8.0
2024-04-11,Google Ads,Performance_Shopping,961.22,1029,396,73,11.0,5669.51,8.0
2024-04-11,Google Ads,Remarketing_Display,444.18,5550,164,41,8.0,2083.25,4.0
2024-04-11,Google Ads,Video_Awareness_Amplo,1922.59,27298,832,32,3.0,1376.2,2.0
2024-04-11,Meta Ads,Display_Generico,1450.54,41261,858,23,1.0,222.27,0.0
2024-04-11,Meta Ads,Lead_Generation,972.13,1953,576,88,19.0,8085.42,15.0
2024-04-11,Meta Ads,Performance_Search,1103.8,2000,597,118,23.0,8776.51,17.0
2024-04-11,Meta Ads,Performance_Shopping,773.05,1264,424,66,19.0,7702.8,13.0
2024-04-11,Meta Ads,Remarketing_Display,413.8,9530,224,54,7.0,3519.65,4.0
2024-04-11,Meta Ads,Video_Awareness_Amplo,1663.96,37347,995,39,5.0,645.0600000000001,4.0
2024-04-11,TikTok Ads,Display_Generico,1601.03,46218,1413,44,8.0,1447.9,6.0
2024-04-11,TikTok Ads,Lead_Generation,917.98,1940,809,150,26.0,11455.85,15.0
2024-04-11,TikTok Ads,Performance_Search,1347.22,2580,1041,237,37.0,16065.1,29.0
2024-04-11,TikTok Ads,Performance_Shopping,674.12,1459,568,127,35.0,16118.11,23.0
2024-04-11,TikTok Ads,Remarketing_Display,336.33,8728,281,76,22.0,13126.01,17.0
2024-04-11,TikTok Ads,Video_Awareness_Amplo,1285.33,46030,1121,50,11.0,3825.8399999999997,7.0
2024-04-12,Google Ads,Display_Generico,1255.01,20896,513,16,2.0,1406.9,0.0
2024-04-12,Google Ads,Lead_Generation,961.44,1113,355,64,10.0,4222.6900000000005,6.0
2024-04-12,Google Ads,Performance_Search,863.35,1003,319,63,21.0,9481.05,13.0
2024-04-12,Google Ads,Performance_Shopping,1271.53,1742,549,97,16.0,5619.12,9.0
2024-04-12,Google Ads,Remarketing_Display,497.92,7134,187,48,5.0,685.21,2.0
2024-04-12,Google Ads,Video_Awareness_Amplo,1740.14,22799,689,28,6.0,1278.15,5.0
2024-04-12,Meta Ads,Display_Generico,1510.44,34681,863,22,10.0,6073.07,5.0
2024-04-12,Meta Ads,Lead_Generation,827.22,1339,450,74,21.0,6573.349999999999,20.0
2024-04-12,Meta Ads,Performance_Search,1181.91,2193,692,127,33.0,9679.28,20.0
2024-04-12,Meta Ads,Performance_Shopping,897.84,1441,479,85,15.0,5830.530000000001,7.0
2024-04-12,Meta Ads,Remarketing_Display,357.29,7919,192,47,6.0,2379.0499999999997,4.0
2024-04-12,Meta Ads,Video_Awareness_Amplo,1716.82,40283,877,31,7.0,4906.61,5.0
2024-04-12,TikTok Ads,Display_Generico,1887.89,44137,1506,54,11.0,2816.56,6.0
2024-04-12,TikTok Ads,Lead_Generation,1160.82,2585,905,159,29.0,8028.41,20.0
2024-04-12,TikTok Ads,Performance_Search,1281.17,3056,1160,301,32.0,13096.63,19.0
2024-04-12,TikTok Ads,Performance_Shopping,1283.47,3099,1066,205,31.0,11227.95,23.0
2024-04-12,TikTok Ads,Remarketing_Display,433.17,14921,390,113,21.0,9127.23,16.0
2024-04-12,TikTok Ads,Video_Awareness_Amplo,1917.96,56621,1591,70,14.0,4424.55,8.0
2024-04-13,Google Ads,Display_Generico,824.63,12265,343,10,6.0,3691.2200000000003,3.0
2024-04-13,Google Ads,Lead_Generation,798.0,778,293,52,10.0,3420.44,6.0
2024-04-13,Google Ads,Performance_Search,694.85,777,287,57,19.0,5676.46,15.0
2024-04-13,Google Ads,Performance_Shopping,769.81,968,339,69,10.0,2906.02,6.0
2024-04-13,Google Ads,Remarketing_Display,192.8,3142,76,20,5.0,951.4000000000001,4.0
2024-04-13,Google Ads,Video_Awareness_Amplo,1195.59,21185,505,20,4.0,1241.16,3.0
2024-04-13,Meta Ads,Display_Generico,924.69,27437,568,16,6.0,1408.7,4.0
2024-04-13,Meta Ads,Lead_Generation,664.47,1057,342,53,20.0,11419.28,14.0
2024-04-13,Meta Ads,Performance_Search,438.93,720,234,48,21.0,7477.52,17.0
2024-04-13,Meta Ads,Performance_Shopping,388.67,684,197,32,15.0,4838.16,9.0
