date,channel,campaign,spend,impressions,clicks,conversions,cpc,ctr,cvr
2024-03-02,Meta Ads,Remarketing_Display,334.22,7719,171,38,1.95,0.0222,0.2276
2024-03-02,Meta Ads,Lead_Generation,619.65,991,348,48,1.78,0.351,0.1395
2024-03-02,Meta Ads,Display_Generico,1046.99,23879,618,17,1.69,0.0259,0.0285
2024-03-02,Meta Ads,Video_Awareness_Amplo,821.94,15422,466,17,1.76,0.0302,0.0379
2024-03-02,TikTok Ads,Performance_Search,628.37,1480,554,141,1.13,0.3743,0.2553
2024-03-02,TikTok Ads,Performance_Shopping,754.02,1687,662,127,1.14,0.3923,0.1921
2024-03-02,TikTok Ads,Remarketing_Display,172.92,5249,142,35,1.21,0.027,0.2518
2024-03-02,TikTok Ads,Lead_Generation,708.02,1465,590,113,1.2,0.4025,0.1931
2024-03-02,TikTok Ads,Display_Generico,1107.68,34881,960,32,1.15,0.0275,0.0337
2024-03-02,TikTok Ads,Video_Awareness_Amplo,794.35,20274,622,25,1.28,0.0307,0.0416
2024-03-03,Google Ads,Performance_Search,654.96,748,240,48,2.72,0.3207,0.2028
2024-03-03,Google Ads,Performance_Shopping,765.83,1044,332,61,2.3,0.3178,0.1842
2024-03-03,Google Ads,Remarketing_Display,247.87,3454,97,26,2.53,0.0281,0.2707
2024-03-03,Google Ads,Lead_Generation,727.71,760,265,41,2.74,0.3484,0.1559
2024-03-03,Google Ads,Display_Generico,1241.2,17721,551,14,2.25,0.0311,0.0272
2024-03-03,Google Ads,Video_Awareness_Amplo,1126.26,15471,414,15,2.72,0.0268,0.0379
2024-03-03,Meta Ads,Performance_Search,452.72,839,251,51,1.8,0.2989,0.2048
2024-03-03,Meta Ads,Performance_Shopping,524.75,951,302,52,1.74,0.3175,0.1725
2024-03-03,Meta Ads,Remarketing_Display,192.99,3455,102,21,1.87,0.0295,0.215
2024-03-03,Meta Ads,Lead_Generation,429.46,753,226,31,1.89,0.2997,0.139
2024-03-03,Meta Ads,Display_Generico,1042.28,27428,610,18,1.71,0.0222,0.0296
2024-03-03,Meta Ads,Video_Awareness_Amplo,848.64,19547,436,16,1.95,0.0223,0.0383
2024-03-03,TikTok Ads,Performance_Search,592.52,1355,539,140,1.1,0.3978,0.261
2024-03-03,TikTok Ads,Performance_Shopping,420.65,891,335,73,1.25,0.3758,0.2196
2024-03-03,TikTok Ads,Remarketing_Display,289.65,10040,266,72,1.09,0.0265,0.2734
2024-03-03,TikTok Ads,Lead_Generation,811.33,1790,698,117,1.16,0.3898,0.1688
2024-03-03,TikTok Ads,Display_Generico,1096.63,27105,895,31,1.22,0.033,0.0357
2024-03-03,TikTok Ads,Video_Awareness_Amplo,762.65,18309,667,27,1.14,0.0364,0.041
2024-03-04,Google Ads,Performance_Search,1082.09,1141,414,86,2.61,0.3628,0.208
2024-03-04,Google Ads,Performance_Shopping,687.8,810,266,52,2.58,0.328,0.1961
2024-03-04,Google Ads,Remarketing_Display,388.06,6132,158,43,2.44,0.0258,0.2724
2024-03-04,Google Ads,Lead_Generation,916.31,949,362,63,2.53,0.3814,0.1752
2024-03-04,Google Ads,Display_Generico,1911.65,26033,830,24,2.3,0.0319,0.029
2024-03-04,Google Ads,Video_Awareness_Amplo,1777.54,26060,663,26,2.68,0.0254,0.0393
2024-03-04,Meta Ads,Performance_Search,1086.29,1950,656,119,1.66,0.3364,0.1826
2024-03-04,Meta Ads,Performance_Shopping,1233.28,2207,717,113,1.72,0.3248,0.1579
2024-03-04,Meta Ads,Remarketing_Display,330.07,7303,186,37,1.77,0.0255,0.2025
2024-03-04,Meta Ads,Lead_Generation,1213.15,2213,747,113,1.62,0.3375,0.1521
2024-03-04,Meta Ads,Display_Generico,1516.73,33483,894,24,1.69,0.0267,0.0272
2024-03-04,Meta Ads,Video_Awareness_Amplo,1189.46,32931,697,22,1.71,0.0212,0.0329
2024-03-04,TikTok Ads,Performance_Search,530.75,1188,468,109,1.13,0.3937,0.2331
2024-03-04,TikTok Ads,Performance_Shopping,787.33,1835,708,143,1.11,0.3857,0.2024
2024-03-04,TikTok Ads,Remarketing_Display,435.84,11008,346,90,1.26,0.0314,0.2627
2024-03-04,TikTok Ads,Lead_Generation,916.71,1955,803,158,1.14,0.4106,0.197
2024-03-04,TikTok Ads,Display_Generico,1488.64,36617,1134,36,1.31,0.031,0.0319
2024-03-04,TikTok Ads,Video_Awareness_Amplo,1126.88,26737,930,43,1.21,0.0348,0.0472
2024-03-05,Google Ads,Performance_Search,991.56,1123,405,93,2.45,0.3605,0.2315
2024-03-05,Google Ads,Performance_Shopping,841.07,932,338,69,2.49,0.3626,0.2043
2024-03-05,Google Ads,Remarketing_Display,465.66,8615,205,54,2.26,0.0238,0.2676
2024-03-05,Google Ads,Lead_Generation,1170.38,1343,478,87,2.44,0.3559,0.1838
2024-03-05,Google Ads,Display_Generico,1869.52,28568,707,22,2.64,0.0247,0.0314
2024-03-05,Google Ads,Video_Awareness_Amplo,1132.0,17407,419,17,2.7,0.0241,0.0413
2024-03-05,Meta Ads,Performance_Search,995.99,1620,524,94,1.9,0.3233,0.1806
2024-03-05,Meta Ads,Performance_Shopping,1070.56,1970,608,114,1.76,0.3085,0.1878
2024-03-05,Meta Ads,Remarketing_Display,413.5,8504,220,52,1.88,0.0259,0.2371
2024-03-05,Meta Ads,Lead_Generation,1106.62,1693,596,90,1.86,0.3519,0.1518
2024-03-05,Meta Ads,Display_Generico,1682.64,36250,882,23,1.91,0.0243,0.0268
2024-03-05,Meta Ads,Video_Awareness_Amplo,1921.94,49219,1177,42,1.63,0.0239,0.0359
2024-03-05,TikTok Ads,Performance_Search,521.14,1105,402,92,1.3,0.3638,0.2303
2024-03-05,TikTok Ads,Performance_Shopping,1159.85,2579,1011,224,1.15,0.392,0.2224
2024-03-05,TikTok Ads,Remarketing_Display,466.04,14450,367,92,1.27,0.0254,0.2519
2024-03-05,TikTok Ads,Lead_Generation,759.28,1834,697,127,1.09,0.38,0.1831
2024-03-05,TikTok Ads,Display_Generico,1546.89,44430,1343,42,1.15,0.0302,0.0319
2024-03-05,TikTok Ads,Video_Awareness_Amplo,1217.64,30299,985,46,1.24,0.0325,0.0469
2024-03-06,Google Ads,Performance_Search,1202.31,1272,462,92,2.6,0.3631,0.2005
2024-03-06,Google Ads,Performance_Shopping,605.63,685,227,41,2.66,0.3313,0.1845
2024-03-06,Google Ads,Remarketing_Display,297.78,4053,126,29,2.35,0.0311,0.2381
2024-03-06,Google Ads,Lead_Generation,870.25,1031,374,66,2.33,0.3625,0.1778
2024-03-06,Google Ads,Display_Generico,1369.14,20648,518,16,2.64,0.0251,0.0312
2024-03-06,Google Ads,Video_Awareness_Amplo,1704.27,24918,623,22,2.73,0.025,0.0367
2024-03-06,Meta Ads,Performance_Search,725.17,1455,435,83,1.66,0.2989,0.1914
2024-03-06,Meta Ads,Performance_Shopping,842.91,1440,433,81,1.95,0.3005,0.1871
2024-03-06,Meta Ads,Remarketing_Display,470.64,8067,242,57,1.94,0.03,0.2364
2024-03-06,Meta Ads,Lead_Generation,1135.25,1989,638,106,1.78,0.3207,0.1662
2024-03-06,Meta Ads,Display_Generico,1384.21,29903,846,23,1.64,0.0283,0.0274
2024-03-06,Meta Ads,Video_Awareness_Amplo,1781.54,40273,1081,36,1.65,0.0268,0.0342
2024-03-06,TikTok Ads,Performance_Search,1224.55,2723,1106,245,1.11,0.4061,0.2221
2024-03-06,TikTok Ads,Performance_Shopping,539.58,1290,474,101,1.14,0.3673,0.2143
2024-03-06,TikTok Ads,Remarketing_Display,294.25,9252,248,73,1.18,0.0268,0.2945
2024-03-06,TikTok Ads,Lead_Generation,555.07,1220,476,96,1.17,0.39,0.2024
2024-03-06,TikTok Ads,Display_Generico,1829.87,56330,1413,49,1.29,0.0251,0.0353
2024-03-06,TikTok Ads,Video_Awareness_Amplo,1749.72,47992,1349,64,1.3,0.0281,0.0476
2024-03-07,Google Ads,Performance_Search,834.06,939,324,70,2.57,0.3447,0.2168
2024-03-07,Google Ads,Performance_Shopping,946.38,1049,389,75,2.43,0.3705,0.1951
2024-03-07,Google Ads,Remarketing_Display,439.34,5562,185,47,2.37,0.0333,0.258
2024-03-07,Google Ads,Lead_Generation,673.81,782,256,39,2.63,0.3272,0.1552
2024-03-07,Google Ads,Display_Generico,1520.07,24514,601,17,2.53,0.0245,0.0291
2024-03-07,Google Ads,Video_Awareness_Amplo,1900.65,32888,794,34,2.39,0.0241,0.0439
2024-03-07,Meta Ads,Performance_Search,755.8,1337,405,80,1.86,0.3028,0.2
2024-03-07,Meta Ads,Performance_Shopping,821.3,1320,417,72,1.97,0.3157,0.1739
2024-03-07,Meta Ads,Remarketing_Display,505.64,11848,255,61,1.98,0.0215,0.24
2024-03-07,Meta Ads,Lead_Generation,818.05,1429,446,66,1.83,0.312,0.15
2024-03-07,Meta Ads,Display_Generico,1184.56,24848,648,16,1.83,0.0261,0.0253
2024-03-07,Meta Ads,Video_Awareness_Amplo,1532.97,27990,778,27,1.97,0.0278,0.0359
2024-03-07,TikTok Ads,Performance_Search,1234.55,2875,1013,247,1.22,0.3523,0.2443
2024-03-07,TikTok Ads,Performance_Shopping,661.16,1256,522,106,1.26,0.4155,0.2032
2024-03-07,TikTok Ads,Remarketing_Display,373.08,11335,315,91,1.18,0.0278,0.2912
2024-03-07,TikTok Ads,Lead_Generation,1001.83,2252,914,160,1.1,0.4057,0.1753
2024-03-07,TikTok Ads,Display_Generico,1931.03,51829,1649,49,1.17,0.0318,0.0302
2024-03-07,TikTok Ads,Video_Awareness_Amplo,1353.64,35288,1063,50,1.27,0.0301,0.0476
2024-03-08,Google Ads,Performance_Search,968.61,927,356,77,2.71,0.3838,0.218
2024-03-08,Google Ads,Performance_Shopping,960.82,1089,360,73,2.67,0.3305,0.2037
2024-03-08,Google Ads,Remarketing_Display,413.9,6782,158,41,2.61,0.0233,0.2633
2024-03-08,Google Ads,Lead_Generation,762.41,818,287,46,2.65,0.3506,0.1623
2024-03-08,Google Ads,Display_Generico,1907.01,21650,724,21,2.63,0.0334,0.0292
2024-03-08,Google Ads,Video_Awareness_Amplo,1630.79,21195,638,23,2.56,0.0301,0.0363
2024-03-08,Meta Ads,Performance_Search,747.54,1215,383,82,1.95,0.3151,0.2162
2024-03-08,Meta Ads,Performance_Shopping,686.53,1040,346,62,1.98,0.3326,0.1805
2024-03-08,Meta Ads,Remarketing_Display,363.18,7135,186,43,1.95,0.0261,0.2331
2024-03-08,Meta Ads,Lead_Generation,593.95,932,321,45,1.85,0.3443,0.1432
2024-03-08,Meta Ads,Display_Generico,1711.33,35041,1050,31,1.63,0.03,0.0296
2024-03-08,Meta Ads,Video_Awareness_Amplo,1362.3,30157,821,26,1.66,0.0272,0.0326
2024-03-08,TikTok Ads,Performance_Search,896.34,2068,782,171,1.15,0.378,0.2187
2024-03-08,TikTok Ads,Performance_Shopping,560.26,1326,516,109,1.08,0.3891,0.2115
2024-03-08,TikTok Ads,Remarketing_Display,320.62,7384,259,68,1.24,0.0351,0.2628
2024-03-08,TikTok Ads,Lead_Generation,1168.96,2736,943,171,1.24,0.3446,0.1823
2024-03-08,TikTok Ads,Display_Generico,1502.06,43003,1196,43,1.26,0.0278,0.0362
2024-03-08,TikTok Ads,Video_Awareness_Amplo,1662.93,55725,1421,58,1.17,0.0255,0.0412
2024-03-09,Google Ads,Performance_Search,585.22,634,234,53,2.5,0.3687,0.23
2024-03-09,Google Ads,Performance_Shopping,440.05,543,172,32,2.55,0.3164,0.1861
2024-03-09,Google Ads,Remarketing_Display,298.13,3809,121,33,2.45,0.0318,0.2738
2024-03-09,Google Ads,Lead_Generation,645.86,813,278,42,2.32,0.3416,0.1533
2024-03-09,Google Ads,Display_Generico,1032.51,13172,388,12,2.66,0.0295,0.0317
2024-03-09,Google Ads,Video_Awareness_Amplo,1149.14,16898,429,18,2.68,0.0254,0.043
2024-03-09,Meta Ads,Performance_Search,669.63,1104,388,83,1.72,0.3512,0.2158
2024-03-09,Meta Ads,Performance_Shopping,629.24,1073,327,54,1.92,0.3047,0.1681
2024-03-09,Meta Ads,Remarketing_Display,200.09,4303,110,23,1.81,0.0256,0.2121
2024-03-09,Meta Ads,Lead_Generation,679.11,1397,408,60,1.66,0.2919,0.1495
2024-03-09,Meta Ads,Display_Generico,918.41,22879,529,13,1.74,0.0231,0.0261
2024-03-09,Meta Ads,Video_Awareness_Amplo,772.64,14692,437,14,1.77,0.0297,0.034
2024-03-09,TikTok Ads,Performance_Search,685.02,1664,614,143,1.11,0.3689,0.2333
2024-03-09,TikTok Ads,Performance_Shopping,813.07,1741,687,146,1.18,0.3945,0.2133
2024-03-09,TikTok Ads,Remarketing_Display,192.83,5153,147,36,1.31,0.0285,0.25
2024-03-09,TikTok Ads,Lead_Generation,490.32,1209,422,80,1.16,0.349,0.1915
2024-03-09,TikTok Ads,Display_Generico,881.11,29300,715,25,1.23,0.0244,0.0362
2024-03-09,TikTok Ads,Video_Awareness_Amplo,776.86,18986,627,25,1.24,0.033,0.0411
2024-03-10,Google Ads,Performance_Search,394.64,508,169,34,2.33,0.3323,0.2054
2024-03-10,Google Ads,Performance_Shopping,679.72,782,276,47,2.46,0.3526,0.1728
2024-03-10,Google Ads,Remarketing_Display,314.55,5069,134,30,2.34,0.0264,0.2286
2024-03-10,Google Ads,Lead_Generation,407.35,431,157,27,2.58,0.3635,0.176
2024-03-10,Google Ads,Display_Generico,1002.59,13069,367,10,2.73,0.0281,0.0297
2024-03-10,Google Ads,Video_Awareness_Amplo,822.42,12509,357,13,2.3,0.0285,0.0385
2024-03-10,Meta Ads,Performance_Search,603.68,1042,356,77,1.69,0.3416,0.2178
2024-03-10,Meta Ads,Performance_Shopping,501.46,756,260,48,1.92,0.3439,0.188
2024-03-10,Meta Ads,Remarketing_Display,226.92,5214,119,27,1.89,0.0228,0.2306
2024-03-10,Meta Ads,Lead_Generation,695.36,1221,368,60,1.89,0.3013,0.1637
2024-03-10,Meta Ads,Display_Generico,925.0,20894,544,15,1.7,0.026,0.029
2024-03-10,Meta Ads,Video_Awareness_Amplo,1248.03,32136,660,22,1.89,0.0205,0.0334
2024-03-10,TikTok Ads,Performance_Search,376.67,918,341,79,1.1,0.3711,0.2342
2024-03-10,TikTok Ads,Performance_Shopping,395.64,787,306,67,1.29,0.3888,0.2214
2024-03-10,TikTok Ads,Remarketing_Display,231.79,6954,196,53,1.18,0.0282,0.2716
2024-03-10,TikTok Ads,Lead_Generation,647.46,1331,540,109,1.2,0.4057,0.202
2024-03-10,TikTok Ads,Display_Generico,953.82,23398,838,28,1.14,0.0358,0.0346
2024-03-10,TikTok Ads,Video_Awareness_Amplo,1054.64,33156,837,33,1.26,0.0252,0.0402
2024-03-11,Google Ads,Performance_Search,639.43,798,275,56,2.32,0.3444,0.2049
2024-03-11,Google Ads,Performance_Shopping,1186.53,1370,467,81,2.54,0.3408,0.1736
2024-03-11,Google Ads,Remarketing_Display,413.67,5826,179,47,2.31,0.0307,0.2651
2024-03-11,Google Ads,Lead_Generation,944.3,1097,406,66,2.32,0.3701,0.1635
2024-03-11,Google Ads,Display_Generico,1242.61,15244,499,14,2.49,0.0327,0.0288
2024-03-11,Google Ads,Video_Awareness_Amplo,1864.08,35053,818,34,2.28,0.0233,0.0416
2024-03-11,Meta Ads,Performance_Search,668.66,1297,385,73,1.73,0.2967,0.1914
2024-03-11,Meta Ads,Performance_Shopping,738.76,1174,391,72,1.89,0.3329,0.1866
2024-03-11,Meta Ads,Remarketing_Display,448.35,8662,239,57,1.87,0.0276,0.2422
2024-03-11,Meta Ads,Lead_Generation,751.06,1293,434,62,1.73,0.3354,0.1447
2024-03-11,Meta Ads,Display_Generico,1869.94,43773,1031,29,1.81,0.0236,0.0285
2024-03-11,Meta Ads,Video_Awareness_Amplo,1324.21,22032,673,25,1.97,0.0305,0.0372
2024-03-11,TikTok Ads,Performance_Search,608.63,1395,532,137,1.14,0.3812,0.259
2024-03-11,TikTok Ads,Performance_Shopping,664.21,1728,601,125,1.11,0.3477,0.2093
2024-03-11,TikTok Ads,Remarketing_Display,490.02,16690,449,128,1.09,0.0269,0.2856
2024-03-11,TikTok Ads,Lead_Generation,1164.17,2273,913,158,1.27,0.4017,0.1732
2024-03-11,TikTok Ads,Display_Generico,1401.49,29275,1064,35,1.32,0.0363,0.0337
2024-03-11,TikTok Ads,Video_Awareness_Amplo,1685.43,43234,1288,52,1.31,0.0298,0.0408
2024-03-12,Google Ads,Performance_Search,1041.78,1047,381,88,2.73,0.3638,0.2333
2024-03-12,Google Ads,Performance_Shopping,849.74,1129,369,76,2.3,0.3268,0.2083
2024-03-12,Google Ads,Remarketing_Display,388.23,5196,172,42,2.26,0.0331,0.2499
2024-03-12,Google Ads,Lead_Generation,1172.29,1440,464,80,2.52,0.3221,0.1739
2024-03-12,Google Ads,Display_Generico,1947.63,26957,858,24,2.27,0.0318,0.0284
2024-03-12,Google Ads,Video_Awareness_Amplo,1398.42,17648,573,22,2.44,0.0325,0.04
2024-03-12,Meta Ads,Performance_Search,868.8,1556,453,82,1.91,0.2911,0.1816
2024-03-12,Meta Ads,Performance_Shopping,536.92,892,287,52,1.87,0.3216,0.1839
2024-03-12,Meta Ads,Remarketing_Display,389.62,7972,229,49,1.7,0.0287,0.2157
2024-03-12,Meta Ads,Lead_Generation,1249.84,2443,730,111,1.71,0.2987,0.1528
2024-03-12,Meta Ads,Display_Generico,1085.97,25978,664,16,1.63,0.0256,0.0255
2024-03-12,Meta Ads,Video_Awareness_Amplo,1048.51,23927,607,21,1.73,0.0254,0.0352
2024-03-12,TikTok Ads,Performance_Search,625.67,1295,513,128,1.22,0.396,0.2505
2024-03-12,TikTok Ads,Performance_Shopping,827.13,1955,743,167,1.11,0.38,0.2253
2024-03-12,TikTok Ads,Remarketing_Display,381.87,13280,338,101,1.13,0.0255,0.2994
2024-03-12,TikTok Ads,Lead_Generation,1099.55,2609,951,191,1.16,0.3644,0.2018
2024-03-12,TikTok Ads,Display_Generico,1201.59,30124,994,32,1.21,0.033,0.0323
2024-03-12,TikTok Ads,Video_Awareness_Amplo,1076.31,26866,948,41,1.13,0.0353,0.0442
2024-03-13,Google Ads,Performance_Search,1156.04,1199,457,108,2.53,0.3811,0.238
2024-03-13,Google Ads,Performance_Shopping,896.65,1041,372,73,2.41,0.3571,0.1966
2024-03-13,Google Ads,Remarketing_Display,389.57,5970,146,35,2.66,0.0245,0.2417
2024-03-13,Google Ads,Lead_Generation,1055.37,1284,444,82,2.37,0.3458,0.1858
2024-03-13,Google Ads,Display_Generico,1609.55,19349,590,18,2.72,0.0305,0.0313
2024-03-13,Google Ads,Video_Awareness_Amplo,1578.59,24095,680,25,2.32,0.0282,0.038
2024-03-13,Meta Ads,Performance_Search,1298.96,2496,756,153,1.72,0.3028,0.2029
2024-03-13,Meta Ads,Performance_Shopping,918.54,1903,564,102,1.63,0.2963,0.1816
2024-03-13,Meta Ads,Remarketing_Display,385.76,9111,230,49,1.67,0.0252,0.2139
2024-03-13,Meta Ads,Lead_Generation,694.4,1134,353,49,1.96,0.3112,0.1391
2024-03-13,Meta Ads,Display_Generico,1923.0,43664,1008,26,1.91,0.0231,0.0265
2024-03-13,Meta Ads,Video_Awareness_Amplo,1824.68,39672,1043,37,1.75,0.0263,0.0363
2024-03-13,TikTok Ads,Performance_Search,833.01,1785,675,147,1.23,0.378,0.2188
2024-03-13,TikTok Ads,Performance_Shopping,1155.22,2764,1043,221,1.11,0.3773,0.2123
2024-03-13,TikTok Ads,Remarketing_Display,443.43,11303,376,95,1.18,0.0333,0.2547
2024-03-13,TikTok Ads,Lead_Generation,1029.69,1965,805,152,1.28,0.4096,0.19
2024-03-13,TikTok Ads,Display_Generico,1324.73,41476,1183,39,1.12,0.0285,0.0333
2024-03-13,TikTok Ads,Video_Awareness_Amplo,1218.66,26426,931,37,1.31,0.0352,0.0399
2024-03-14,Google Ads,Performance_Search,958.33,1089,362,80,2.64,0.3322,0.2211
2024-03-14,Google Ads,Performance_Shopping,836.67,994,356,74,2.35,0.358,0.2088
2024-03-14,Google Ads,Remarketing_Display,354.97,5369,140,37,2.53,0.0261,0.2688
2024-03-14,Google Ads,Lead_Generation,1194.39,1349,510,80,2.34,0.378,0.1582
2024-03-14,Google Ads,Display_Generico,1126.85,16353,437,13,2.58,0.0267,0.0302
2024-03-14,Google Ads,Video_Awareness_Amplo,1633.84,27919,717,28,2.28,0.0257,0.0397
2024-03-14,Meta Ads,Performance_Search,727.94,1512,444,93,1.64,0.2935,0.2099
2024-03-14,Meta Ads,Performance_Shopping,1230.88,2414,734,129,1.67,0.304,0.1762
2024-03-14,Meta Ads,Remarketing_Display,508.11,10055,294,66,1.73,0.0292,0.2253
2024-03-14,Meta Ads,Lead_Generation,1266.12,2163,758,114,1.67,0.3503,0.1512
2024-03-14,Meta Ads,Display_Generico,1907.17,41222,1068,30,1.79,0.0259,0.0286
2024-03-14,Meta Ads,Video_Awareness_Amplo,1697.59,37212,921,35,1.84,0.0247,0.0381
2024-03-14,TikTok Ads,Performance_Search,1259.62,3007,1163,302,1.08,0.3867,0.2597
2024-03-14,TikTok Ads,Performance_Shopping,1029.43,1973,809,177,1.27,0.41,0.2195
2024-03-14,TikTok Ads,Remarketing_Display,446.42,9763,340,99,1.31,0.0348,0.2923
2024-03-14,TikTok Ads,Lead_Generation,587.39,1342,516,100,1.14,0.3843,0.1948
2024-03-14,TikTok Ads,Display_Generico,1315.93,42451,1193,41,1.1,0.0281,0.0348
2024-03-14,TikTok Ads,Video_Awareness_Amplo,1838.43,48916,1415,60,1.3,0.0289,0.0429
2024-03-15,Google Ads,Performance_Search,837.23,948,343,73,2.44,0.3616,0.2138
2024-03-15,Google Ads,Performance_Shopping,535.87,653,216,37,2.47,0.3307,0.1721
2024-03-15,Google Ads,Remarketing_Display,382.42,5897,162,38,2.35,0.0275,0.2389
2024-03-15,Google Ads,Lead_Generation,990.89,1018,360,62,2.75,0.3533,0.175
2024-03-15,Google Ads,Display_Generico,1876.54,31732,770,22,2.44,0.0243,0.0287
2024-03-15,Google Ads,Video_Awareness_Amplo,1406.54,24319,546,23,2.57,0.0225,0.0428
2024-03-15,Meta Ads,Performance_Search,579.35,851,297,64,1.94,0.3488,0.2174
2024-03-15,Meta Ads,Performance_Shopping,1151.42,2067,689,110,1.67,0.3332,0.1609
2024-03-15,Meta Ads,Remarketing_Display,493.25,11919,284,69,1.73,0.0238,0.2438
2024-03-15,Meta Ads,Lead_Generation,530.32,993,313,49,1.69,0.315,0.1591
2024-03-15,Meta Ads,Display_Generico,1629.29,29669,875,21,1.86,0.0295,0.025
2024-03-15,Meta Ads,Video_Awareness_Amplo,1515.17,29821,805,28,1.88,0.027,0.0356
2024-03-15,TikTok Ads,Performance_Search,533.35,1387,487,114,1.09,0.351,0.2344
2024-03-15,TikTok Ads,Performance_Shopping,611.77,1453,517,114,1.18,0.3556,0.2207
2024-03-15,TikTok Ads,Remarketing_Display,486.59,13556,414,124,1.17,0.0305,0.2999
2024-03-15,TikTok Ads,Lead_Generation,937.7,2015,711,142,1.32,0.3528,0.2005
2024-03-15,TikTok Ads,Display_Generico,1492.45,38016,1374,49,1.09,0.0361,0.0361
2024-03-15,TikTok Ads,Video_Awareness_Amplo,1388.78,40714,1060,48,1.31,0.026,0.0456
2024-03-16,Google Ads,Performance_Search,435.31,495,183,39,2.37,0.3696,0.2146
2024-03-16,Google Ads,Performance_Shopping,341.61,419,139,27,2.46,0.331,0.197
2024-03-16,Google Ads,Remarketing_Display,201.86,2953,75,18,2.67,0.0254,0.2447
2024-03-16,Google Ads,Lead_Generation,489.1,589,190,32,2.57,0.3221,0.1693
2024-03-16,Google Ads,Display_Generico,873.83,13952,324,10,2.69,0.0232,0.032
2024-03-16,Google Ads,Video_Awareness_Amplo,775.18,13662,337,12,2.29,0.0247,0.0368
2024-03-16,Meta Ads,Performance_Search,602.14,1047,304,59,1.98,0.2902,0.1965
2024-03-16,Meta Ads,Performance_Shopping,533.74,989,306,56,1.74,0.3092,0.1845
2024-03-16,Meta Ads,Remarketing_Display,172.21,3901,90,19,1.9,0.0231,0.2197
2024-03-16,Meta Ads,Lead_Generation,551.02,1081,318,44,1.73,0.294,0.1412
2024-03-16,Meta Ads,Display_Generico,852.34,20312,444,12,1.92,0.0219,0.0283
2024-03-16,Meta Ads,Video_Awareness_Amplo,846.87,17533,436,14,1.94,0.0249,0.0336
2024-03-16,TikTok Ads,Performance_Search,837.82,1936,746,183,1.12,0.3851,0.2454
2024-03-16,TikTok Ads,Performance_Shopping,527.02,989,402,89,1.31,0.4061,0.2228
2024-03-16,TikTok Ads,Remarketing_Display,333.63,10979,280,81,1.19,0.0255,0.2896
2024-03-16,TikTok Ads,Lead_Generation,531.07,1243,471,95,1.13,0.3787,0.2029
2024-03-16,TikTok Ads,Display_Generico,777.36,20574,605,18,1.28,0.0294,0.0306
2024-03-16,TikTok Ads,Video_Awareness_Amplo,1177.82,32194,897,37,1.31,0.0279,0.0423
2024-03-17,Google Ads,Performance_Search,536.01,636,201,41,2.66,0.3157,0.2079
2024-03-17,Google Ads,Performance_Shopping,695.89,836,283,57,2.45,0.3381,0.2041
2024-03-17,Google Ads,Remarketing_Display,324.03,4636,118,31,2.72,0.0255,0.2706
2024-03-17,Google Ads,Lead_Generation,711.64,852,305,46,2.33,0.3577,0.1539
2024-03-17,Google Ads,Display_Generico,1095.01,13380,418,11,2.62,0.0312,0.028
2024-03-17,Google Ads,Video_Awareness_Amplo,1047.61,13544,447,18,2.34,0.033,0.0414
2024-03-17,Meta Ads,Performance_Search,386.33,689,228,44,1.69,0.3305,0.1971
2024-03-17,Meta Ads,Performance_Shopping,711.3,1251,413,66,1.72,0.3301,0.16
2024-03-17,Meta Ads,Remarketing_Display,260.89,4904,132,27,1.96,0.0269,0.2047
2024-03-17,Meta Ads,Lead_Generation,839.3,1497,500,76,1.68,0.334,0.154
2024-03-17,Meta Ads,Display_Generico,850.11,22601,504,14,1.68,0.0223,0.0289
2024-03-17,Meta Ads,Video_Awareness_Amplo,1192.33,30964,667,25,1.79,0.0215,0.0388
2024-03-17,TikTok Ads,Performance_Search,584.92,1321,493,116,1.19,0.373,0.2355
2024-03-17,TikTok Ads,Performance_Shopping,604.68,1306,493,111,1.23,0.3774,0.2256
2024-03-17,TikTok Ads,Remarketing_Display,222.68,6507,182,52,1.22,0.028,0.2889
2024-03-17,TikTok Ads,Lead_Generation,389.78,858,346,60,1.13,0.4029,0.1752
2024-03-17,TikTok Ads,Display_Generico,1046.13,25946,796,24,1.31,0.0307,0.0309
2024-03-17,TikTok Ads,Video_Awareness_Amplo,865.69,23674,677,31,1.28,0.0286,0.046
2024-03-18,Google Ads,Performance_Search,1126.33,1216,450,95,2.5,0.3698,0.2119
2024-03-18,Google Ads,Performance_Shopping,922.6,1086,355,64,2.59,0.3268,0.1814
2024-03-18,Google Ads,Remarketing_Display,429.53,5944,166,43,2.58,0.0279,0.2648
2024-03-18,Google Ads,Lead_Generation,896.0,908,333,54,2.69,0.3665,0.1637
2024-03-18,Google Ads,Display_Generico,1399.68,16688,541,15,2.58,0.0324,0.0281
2024-03-18,Google Ads,Video_Awareness_Amplo,1508.34,25577,653,27,2.31,0.0255,0.0415
2024-03-18,Meta Ads,Performance_Search,580.63,902,312,67,1.86,0.3457,0.2166
2024-03-18,Meta Ads,Performance_Shopping,688.97,1048,364,57,1.89,0.3473,0.157
2024-03-18,Meta Ads,Remarketing_Display,367.65,8334,188,45,1.95,0.0226,0.2445
2024-03-18,Meta Ads,Lead_Generation,931.21,1774,562,82,1.66,0.3168,0.1477
2024-03-18,Meta Ads,Display_Generico,1296.81,28074,714,19,1.81,0.0254,0.0269
