date,channel,campaign,total_sessions,bounced_sessions,mobile_sessions,desktop_sessions,tablet_sessions,total_pages,total_duration_seconds
2023-12-03,Meta Ads,Performance_Shopping,404,239,252,132,20,816,29530
2023-12-03,Meta Ads,Remarketing_Display,151,63,110,34,7,371,14460
2023-12-03,Meta Ads,Lead_Generation,298,177,188,98,12,600,21690
2023-12-03,Meta Ads,Display_Generico,464,279,316,126,22,926,33330
2023-12-03,Meta Ads,Video_Awareness_Amplo,683,408,449,192,42,1370,49410
2023-12-03,TikTok Ads,Performance_Search,488,291,319,143,26,980,35370
2023-12-03,TikTok Ads,Performance_Shopping,456,272,296,133,27,916,33040
2023-12-03,TikTok Ads,Remarketing_Display,197,81,126,59,12,487,19020
2023-12-03,TikTok Ads,Lead_Generation,424,254,281,118,25,849,30580
2023-12-03,TikTok Ads,Display_Generico,966,578,634,279,53,1936,69760
2023-12-03,TikTok Ads,Video_Awareness_Amplo,856,512,564,256,36,1716,61840
2023-12-04,Google Ads,Performance_Search,492,295,331,133,28,984,35450
2023-12-04,Google Ads,Performance_Shopping,279,166,177,91,11,561,20270
2023-12-04,Google Ads,Remarketing_Display,170,71,116,46,8,417,16270
2023-12-04,Google Ads,Lead_Generation,375,225,254,103,18,750,27000
2023-12-04,Google Ads,Display_Generico,431,257,277,129,25,866,31240
2023-12-04,Google Ads,Video_Awareness_Amplo,581,351,406,155,20,1156,41520
2023-12-04,Meta Ads,Performance_Search,481,285,302,152,27,971,35100
2023-12-04,Meta Ads,Performance_Shopping,563,337,371,167,25,1128,40640
2023-12-04,Meta Ads,Remarketing_Display,228,95,158,64,6,560,21850
2023-12-04,Meta Ads,Lead_Generation,726,431,457,223,46,1463,52870
2023-12-04,Meta Ads,Display_Generico,879,526,579,263,37,1761,63470
2023-12-04,Meta Ads,Video_Awareness_Amplo,1056,628,671,333,52,2126,76760
2023-12-04,TikTok Ads,Performance_Search,745,445,488,202,55,1495,53900
2023-12-04,TikTok Ads,Performance_Shopping,930,553,587,284,59,1872,67610
2023-12-04,TikTok Ads,Remarketing_Display,367,152,243,105,19,904,35290
2023-12-04,TikTok Ads,Lead_Generation,872,520,564,258,50,1752,63200
2023-12-04,TikTok Ads,Display_Generico,1536,912,963,476,97,3096,111840
2023-12-04,TikTok Ads,Video_Awareness_Amplo,1485,889,978,443,64,2975,107180
2023-12-05,Google Ads,Performance_Search,283,168,177,93,13,570,20610
2023-12-05,Google Ads,Performance_Shopping,508,303,328,159,21,1020,36810
2023-12-05,Google Ads,Remarketing_Display,185,76,114,60,11,457,17870
2023-12-05,Google Ads,Lead_Generation,448,268,294,136,18,898,32360
2023-12-05,Google Ads,Display_Generico,777,461,488,250,39,1567,56620
2023-12-05,Google Ads,Video_Awareness_Amplo,774,466,527,219,28,1544,55520
2023-12-05,Meta Ads,Performance_Search,668,395,408,221,39,1350,48850
2023-12-05,Meta Ads,Performance_Shopping,658,392,425,198,35,1323,47740
2023-12-05,Meta Ads,Remarketing_Display,144,60,96,45,3,354,13800
2023-12-05,Meta Ads,Lead_Generation,299,178,195,93,11,601,21710
2023-12-05,Meta Ads,Display_Generico,953,568,610,302,41,1915,69110
2023-12-05,Meta Ads,Video_Awareness_Amplo,673,400,425,215,33,1355,48950
2023-12-05,TikTok Ads,Performance_Search,873,519,552,272,49,1758,63480
2023-12-05,TikTok Ads,Performance_Shopping,1038,622,691,290,57,2078,74840
2023-12-05,TikTok Ads,Remarketing_Display,383,159,250,116,17,943,36780
2023-12-05,TikTok Ads,Lead_Generation,551,332,380,147,24,1098,39490
2023-12-05,TikTok Ads,Display_Generico,1662,999,1120,475,67,3319,119430
2023-12-05,TikTok Ads,Video_Awareness_Amplo,1349,808,892,397,60,2701,97310
2023-12-06,Google Ads,Performance_Search,360,215,236,112,12,722,26050
2023-12-06,Google Ads,Performance_Shopping,497,295,315,146,36,1002,36200
2023-12-06,Google Ads,Remarketing_Display,167,69,113,49,5,412,16080
2023-12-06,Google Ads,Lead_Generation,509,305,337,140,32,1019,36700
2023-12-06,Google Ads,Display_Generico,720,428,459,228,33,1450,52360
2023-12-06,Google Ads,Video_Awareness_Amplo,771,463,517,218,36,1541,55460
2023-12-06,Meta Ads,Performance_Search,377,224,243,109,25,759,27430
2023-12-06,Meta Ads,Performance_Shopping,490,290,304,160,26,990,35800
2023-12-06,Meta Ads,Remarketing_Display,216,90,144,62,10,531,20700
2023-12-06,Meta Ads,Lead_Generation,360,214,230,114,16,725,26180
2023-12-06,Meta Ads,Display_Generico,650,386,408,206,36,1310,47320
2023-12-06,Meta Ads,Video_Awareness_Amplo,666,400,452,181,33,1331,47900
2023-12-06,TikTok Ads,Performance_Search,877,523,568,262,47,1762,63560
2023-12-06,TikTok Ads,Performance_Shopping,881,525,568,260,53,1771,63900
2023-12-06,TikTok Ads,Remarketing_Display,313,130,208,97,8,770,30050
2023-12-06,TikTok Ads,Lead_Generation,863,518,577,242,44,1725,62110
2023-12-06,TikTok Ads,Display_Generico,1642,984,1089,485,68,3287,118380
2023-12-06,TikTok Ads,Video_Awareness_Amplo,1426,855,948,413,65,2853,102750
2023-12-07,Google Ads,Performance_Search,512,304,323,167,22,1032,37280
2023-12-07,Google Ads,Performance_Shopping,443,266,303,113,27,885,31870
2023-12-07,Google Ads,Remarketing_Display,122,51,83,33,6,299,11670
2023-12-07,Google Ads,Lead_Generation,234,139,150,75,9,471,17030
2023-12-07,Google Ads,Display_Generico,458,275,307,131,20,915,32950
2023-12-07,Google Ads,Video_Awareness_Amplo,463,275,293,141,29,933,33700
2023-12-07,Meta Ads,Performance_Search,784,468,509,236,39,1574,56760
2023-12-07,Meta Ads,Performance_Shopping,691,411,442,215,34,1391,50220
2023-12-07,Meta Ads,Remarketing_Display,196,80,122,63,11,486,19000
2023-12-07,Meta Ads,Lead_Generation,495,296,326,149,20,992,35770
2023-12-07,Meta Ads,Display_Generico,1097,654,706,331,60,2204,79530
2023-12-07,Meta Ads,Video_Awareness_Amplo,1085,649,710,313,62,2175,78380
2023-12-07,TikTok Ads,Performance_Search,494,294,315,147,32,994,35880
2023-12-07,TikTok Ads,Performance_Shopping,703,421,464,204,35,1408,50720
2023-12-07,TikTok Ads,Remarketing_Display,308,127,197,100,11,760,29690
2023-12-07,TikTok Ads,Lead_Generation,630,378,424,177,29,1260,45360
2023-12-07,TikTok Ads,Display_Generico,1054,630,688,314,52,2114,76200
2023-12-07,TikTok Ads,Video_Awareness_Amplo,1730,1036,1140,504,86,3465,124820
2023-12-08,Google Ads,Performance_Search,434,255,256,146,32,881,31950
2023-12-08,Google Ads,Performance_Shopping,272,161,170,84,18,549,19870
2023-12-08,Google Ads,Remarketing_Display,156,64,102,47,7,386,15080
2023-12-08,Google Ads,Lead_Generation,514,309,347,142,25,1026,36930
2023-12-08,Google Ads,Display_Generico,826,496,559,214,53,1651,59420
2023-12-08,Google Ads,Video_Awareness_Amplo,597,358,399,162,36,1194,43010
2023-12-08,Meta Ads,Performance_Search,408,244,268,124,16,818,29480
2023-12-08,Meta Ads,Performance_Shopping,577,343,365,179,33,1162,41960
2023-12-08,Meta Ads,Remarketing_Display,174,71,104,64,6,431,16870
2023-12-08,Meta Ads,Lead_Generation,512,305,331,152,29,1029,37150
2023-12-08,Meta Ads,Display_Generico,1005,600,652,306,47,2017,72750
2023-12-08,Meta Ads,Video_Awareness_Amplo,829,495,541,238,50,1664,60000
2023-12-08,TikTok Ads,Performance_Search,823,489,517,260,46,1658,59880
2023-12-08,TikTok Ads,Performance_Shopping,1006,602,662,290,54,2016,72640
2023-12-08,TikTok Ads,Remarketing_Display,300,123,184,93,23,742,29010
2023-12-08,TikTok Ads,Lead_Generation,794,475,523,227,44,1591,57350
2023-12-08,TikTok Ads,Display_Generico,1198,716,782,368,48,2403,86620
2023-12-08,TikTok Ads,Video_Awareness_Amplo,873,518,545,276,52,1760,63610
2023-12-09,Google Ads,Performance_Search,178,105,112,55,11,360,13050
2023-12-09,Google Ads,Performance_Shopping,373,223,247,105,21,748,26960
2023-12-09,Google Ads,Remarketing_Display,104,43,68,34,2,256,10010
2023-12-09,Google Ads,Lead_Generation,185,109,111,58,16,375,13580
2023-12-09,Google Ads,Display_Generico,309,184,202,94,13,621,22430
2023-12-09,Google Ads,Video_Awareness_Amplo,344,205,225,102,17,691,24950
2023-12-09,Meta Ads,Performance_Search,392,234,258,117,17,787,28380
2023-12-09,Meta Ads,Performance_Shopping,243,145,163,70,10,488,17600
2023-12-09,Meta Ads,Remarketing_Display,202,83,132,66,4,499,19510
2023-12-09,Meta Ads,Lead_Generation,339,201,216,104,19,684,24720
2023-12-09,Meta Ads,Display_Generico,551,329,360,155,36,1106,39880
2023-12-09,Meta Ads,Video_Awareness_Amplo,498,300,342,142,14,993,35700
2023-12-09,TikTok Ads,Performance_Search,479,283,296,155,28,969,35060
2023-12-09,TikTok Ads,Performance_Shopping,479,288,328,127,24,956,34410
2023-12-09,TikTok Ads,Remarketing_Display,176,73,115,57,4,433,16910
2023-12-09,TikTok Ads,Lead_Generation,398,236,252,130,16,803,29020
2023-12-09,TikTok Ads,Display_Generico,914,547,604,260,50,1831,65990
2023-12-09,TikTok Ads,Video_Awareness_Amplo,809,484,536,229,44,1621,58430
2023-12-10,Google Ads,Performance_Search,260,156,178,69,13,520,18720
2023-12-10,Google Ads,Performance_Shopping,279,169,201,66,12,554,19880
2023-12-10,Google Ads,Remarketing_Display,122,51,86,29,7,299,11670
2023-12-10,Google Ads,Lead_Generation,253,151,165,70,18,508,18320
2023-12-10,Google Ads,Display_Generico,453,268,279,155,19,915,33110
2023-12-10,Google Ads,Video_Awareness_Amplo,337,201,222,105,10,677,24420
2023-12-10,Meta Ads,Performance_Search,364,216,232,115,17,734,26520
2023-12-10,Meta Ads,Performance_Shopping,526,314,346,161,19,1056,38080
2023-12-10,Meta Ads,Remarketing_Display,208,86,132,64,12,513,20020
2023-12-10,Meta Ads,Lead_Generation,378,226,253,108,17,758,27320
2023-12-10,Meta Ads,Display_Generico,559,333,360,175,24,1124,40560
2023-12-10,Meta Ads,Video_Awareness_Amplo,491,291,305,162,24,991,35820
2023-12-10,TikTok Ads,Performance_Search,598,357,390,176,32,1200,43290
2023-12-10,TikTok Ads,Performance_Shopping,505,301,324,157,24,1015,36620
2023-12-10,TikTok Ads,Remarketing_Display,207,85,135,62,10,512,20000
2023-12-10,TikTok Ads,Lead_Generation,398,237,258,117,23,800,28890
2023-12-10,TikTok Ads,Display_Generico,707,421,452,221,34,1422,51320
2023-12-10,TikTok Ads,Video_Awareness_Amplo,883,529,584,258,41,1768,63680
2023-12-11,Google Ads,Performance_Search,297,179,207,77,13,592,21280
2023-12-11,Google Ads,Performance_Shopping,401,241,270,110,21,801,28820
2023-12-11,Google Ads,Remarketing_Display,197,80,117,65,15,489,19150
2023-12-11,Google Ads,Lead_Generation,397,236,254,126,17,799,28870
2023-12-11,Google Ads,Display_Generico,514,308,345,149,20,1029,37060
2023-12-11,Google Ads,Video_Awareness_Amplo,599,356,381,193,25,1206,43570
2023-12-11,Meta Ads,Performance_Search,602,360,399,174,29,1207,43500
2023-12-11,Meta Ads,Performance_Shopping,669,398,428,212,29,1346,48610
2023-12-11,Meta Ads,Remarketing_Display,210,86,131,67,12,520,20320
2023-12-11,Meta Ads,Lead_Generation,535,319,349,153,33,1075,38780
2023-12-11,Meta Ads,Display_Generico,692,413,451,206,35,1389,50110
2023-12-11,Meta Ads,Video_Awareness_Amplo,827,496,554,244,29,1654,59570
2023-12-11,TikTok Ads,Performance_Search,910,541,579,290,41,1832,66170
2023-12-11,TikTok Ads,Performance_Shopping,716,429,479,200,37,1433,51630
2023-12-11,TikTok Ads,Remarketing_Display,393,163,258,117,18,968,37760
2023-12-11,TikTok Ads,Lead_Generation,1107,660,712,336,59,2224,80250
2023-12-11,TikTok Ads,Display_Generico,1550,923,992,463,95,3117,112510
2023-12-11,TikTok Ads,Video_Awareness_Amplo,1394,831,895,433,66,2801,101070
2023-12-12,Google Ads,Performance_Search,304,184,214,86,4,604,21680
2023-12-12,Google Ads,Performance_Shopping,221,131,143,60,18,446,16120
2023-12-12,Google Ads,Remarketing_Display,107,44,66,32,9,264,10330
2023-12-12,Google Ads,Lead_Generation,394,235,256,115,23,791,28550
2023-12-12,Google Ads,Display_Generico,830,494,527,252,51,1670,60280
2023-12-12,Google Ads,Video_Awareness_Amplo,444,265,292,129,23,891,32150
2023-12-12,Meta Ads,Performance_Search,401,239,260,119,22,806,29080
2023-12-12,Meta Ads,Performance_Shopping,347,207,229,98,20,697,25140
2023-12-12,Meta Ads,Remarketing_Display,163,67,108,46,9,403,15740
2023-12-12,Meta Ads,Lead_Generation,790,473,520,229,41,1582,57010
2023-12-12,Meta Ads,Display_Generico,1006,597,628,323,55,2028,73290
2023-12-12,Meta Ads,Video_Awareness_Amplo,1083,649,722,293,68,2168,78080
2023-12-12,TikTok Ads,Performance_Search,1131,679,759,319,53,2261,81380
2023-12-12,TikTok Ads,Performance_Shopping,539,320,341,172,26,1086,39250
2023-12-12,TikTok Ads,Remarketing_Display,330,137,217,96,17,812,31690
2023-12-12,TikTok Ads,Lead_Generation,978,587,656,282,40,1955,70390
2023-12-12,TikTok Ads,Display_Generico,1474,874,918,469,87,2974,107480
2023-12-12,TikTok Ads,Video_Awareness_Amplo,1367,812,857,431,79,2754,99490
2023-12-13,Google Ads,Performance_Search,290,175,201,71,18,577,20750
2023-12-13,Google Ads,Performance_Shopping,383,228,244,117,22,770,27810
2023-12-13,Google Ads,Remarketing_Display,206,85,138,58,10,508,19850
2023-12-13,Google Ads,Lead_Generation,211,126,138,61,12,423,15270
2023-12-13,Google Ads,Display_Generico,685,408,440,209,36,1377,49710
2023-12-13,Google Ads,Video_Awareness_Amplo,551,330,365,151,35,1103,39750
2023-12-13,Meta Ads,Performance_Search,604,359,383,191,30,1216,43930
2023-12-13,Meta Ads,Performance_Shopping,357,212,226,113,18,719,25990
2023-12-13,Meta Ads,Remarketing_Display,175,72,117,53,5,432,16890
2023-12-13,Meta Ads,Lead_Generation,354,209,214,125,15,716,25930
2023-12-13,Meta Ads,Display_Generico,760,452,484,233,43,1530,55240
2023-12-13,Meta Ads,Video_Awareness_Amplo,846,502,529,275,42,1706,61640
2023-12-13,TikTok Ads,Performance_Search,488,293,333,132,23,975,35110
2023-12-13,TikTok Ads,Performance_Shopping,675,402,431,202,42,1357,48990
2023-12-13,TikTok Ads,Remarketing_Display,334,139,228,91,15,821,32030
2023-12-13,TikTok Ads,Lead_Generation,1062,632,679,320,63,2137,77140
2023-12-13,TikTok Ads,Display_Generico,947,569,642,251,54,1892,68080
2023-12-13,TikTok Ads,Video_Awareness_Amplo,1342,797,844,429,69,2704,97690
2023-12-14,Google Ads,Performance_Search,296,177,199,84,13,593,21390
2023-12-14,Google Ads,Performance_Shopping,445,263,276,141,28,900,32560
2023-12-14,Google Ads,Remarketing_Display,210,87,137,61,12,517,20190
2023-12-14,Google Ads,Lead_Generation,395,236,261,117,17,792,28570
2023-12-14,Google Ads,Display_Generico,494,294,319,158,17,994,35880
2023-12-14,Google Ads,Video_Awareness_Amplo,710,424,464,208,38,1425,51380
2023-12-14,Meta Ads,Performance_Search,520,308,322,163,35,1050,37960
2023-12-14,Meta Ads,Performance_Shopping,653,390,426,197,30,1310,47250
2023-12-14,Meta Ads,Remarketing_Display,285,118,183,81,21,702,27410
2023-12-14,Meta Ads,Lead_Generation,340,202,214,107,19,685,24740
2023-12-14,Meta Ads,Display_Generico,746,445,482,218,46,1498,54050
2023-12-14,Meta Ads,Video_Awareness_Amplo,716,425,448,231,37,1443,52150
2023-12-14,TikTok Ads,Performance_Search,809,483,526,240,43,1624,58560
2023-12-14,TikTok Ads,Performance_Shopping,586,347,366,180,40,1183,42790
2023-12-14,TikTok Ads,Remarketing_Display,448,185,288,139,21,1105,43150
2023-12-14,TikTok Ads,Lead_Generation,561,337,381,156,24,1121,40340
2023-12-14,TikTok Ads,Display_Generico,1148,686,748,342,58,2303,83020
2023-12-14,TikTok Ads,Video_Awareness_Amplo,1269,762,851,364,54,2536,91290
2023-12-15,Google Ads,Performance_Search,542,323,350,169,23,1089,39310
2023-12-15,Google Ads,Performance_Shopping,232,137,140,78,14,469,16990
2023-12-15,Google Ads,Remarketing_Display,170,70,111,47,12,420,16400
2023-12-15,Google Ads,Lead_Generation,483,285,296,167,20,978,35400
2023-12-15,Google Ads,Display_Generico,824,493,541,243,40,1651,59510
2023-12-15,Google Ads,Video_Awareness_Amplo,792,470,494,252,46,1597,57700
2023-12-15,Meta Ads,Performance_Search,697,417,459,200,38,1397,50340
2023-12-15,Meta Ads,Performance_Shopping,529,317,356,154,19,1059,38140
2023-12-15,Meta Ads,Remarketing_Display,241,100,159,72,10,593,23150
2023-12-15,Meta Ads,Lead_Generation,481,288,317,146,18,963,34710
2023-12-15,Meta Ads,Display_Generico,824,493,546,241,37,1651,59510
2023-12-15,Meta Ads,Video_Awareness_Amplo,606,362,397,178,31,1216,43840
2023-12-15,TikTok Ads,Performance_Search,813,486,533,234,46,1630,58770
2023-12-15,TikTok Ads,Performance_Shopping,1175,703,772,349,54,2355,84860
2023-12-15,TikTok Ads,Remarketing_Display,304,126,200,84,20,749,29220
2023-12-15,TikTok Ads,Lead_Generation,475,283,306,136,33,955,34460
2023-12-15,TikTok Ads,Display_Generico,1106,662,730,331,45,2216,79840
2023-12-15,TikTok Ads,Video_Awareness_Amplo,1215,728,808,355,52,2432,87610
2023-12-16,Google Ads,Performance_Search,207,121,118,73,16,422,15320
2023-12-16,Google Ads,Performance_Shopping,244,146,164,66,14,489,17620
2023-12-16,Google Ads,Remarketing_Display,91,37,54,27,10,226,8840
2023-12-16,Google Ads,Lead_Generation,165,97,100,58,7,335,12140
2023-12-16,Google Ads,Display_Generico,297,178,200,81,16,594,21410
2023-12-16,Google Ads,Video_Awareness_Amplo,353,210,227,113,13,710,25650
2023-12-16,Meta Ads,Performance_Search,405,240,254,128,23,817,29550
2023-12-16,Meta Ads,Performance_Shopping,425,254,282,121,22,852,30730
2023-12-16,Meta Ads,Remarketing_Display,127,53,88,36,3,312,12160
2023-12-16,Meta Ads,Lead_Generation,367,217,228,122,17,742,26840
2023-12-16,Meta Ads,Display_Generico,772,460,498,231,43,1552,56000
2023-12-16,Meta Ads,Video_Awareness_Amplo,415,246,261,132,22,837,30270
2023-12-16,TikTok Ads,Performance_Search,716,427,465,209,42,1438,51890
2023-12-16,TikTok Ads,Performance_Shopping,633,378,413,182,38,1270,45810
2023-12-16,TikTok Ads,Remarketing_Display,198,81,125,66,7,490,19170
2023-12-16,TikTok Ads,Lead_Generation,445,266,290,126,29,892,32170
2023-12-16,TikTok Ads,Display_Generico,766,459,510,227,29,1533,55230
2023-12-16,TikTok Ads,Video_Awareness_Amplo,620,370,405,187,28,1245,44900
2023-12-17,Google Ads,Performance_Search,236,141,156,70,10,473,17070
2023-12-17,Google Ads,Performance_Shopping,282,168,185,87,10,567,20460
2023-12-17,Google Ads,Remarketing_Display,119,49,77,36,6,294,11480
2023-12-17,Google Ads,Lead_Generation,191,115,130,51,10,381,13700
2023-12-17,Google Ads,Display_Generico,400,239,262,114,24,802,28930
2023-12-17,Google Ads,Video_Awareness_Amplo,470,279,299,145,26,947,34230
2023-12-17,Meta Ads,Performance_Search,348,207,226,108,14,700,25290
2023-12-17,Meta Ads,Performance_Shopping,425,255,289,109,27,850,30600
2023-12-17,Meta Ads,Remarketing_Display,116,48,76,33,7,286,11160
2023-12-17,Meta Ads,Lead_Generation,367,217,229,123,15,742,26840
2023-12-17,Meta Ads,Display_Generico,593,354,384,178,31,1190,42930
2023-12-17,Meta Ads,Video_Awareness_Amplo,435,261,292,116,27,870,31320
2023-12-17,TikTok Ads,Performance_Search,399,239,265,114,20,799,28780
2023-12-17,TikTok Ads,Performance_Shopping,434,262,300,112,22,864,31040
2023-12-17,TikTok Ads,Remarketing_Display,231,95,145,78,8,571,22300
2023-12-17,TikTok Ads,Lead_Generation,533,319,350,154,29,1068,38480
2023-12-17,TikTok Ads,Display_Generico,1029,612,652,323,54,2071,74790
2023-12-17,TikTok Ads,Video_Awareness_Amplo,655,389,411,209,35,1320,47680
2023-12-18,Google Ads,Performance_Search,331,195,203,116,12,671,24300
2023-12-18,Google Ads,Performance_Shopping,298,179,201,79,18,595,21430
2023-12-18,Google Ads,Remarketing_Display,169,70,109,57,3,416,16250
2023-12-18,Google Ads,Lead_Generation,236,141,158,67,11,473,17070
2023-12-18,Google Ads,Display_Generico,546,326,356,160,30,1096,39520
2023-12-18,Google Ads,Video_Awareness_Amplo,673,399,419,221,33,1358,49080
2023-12-18,Meta Ads,Performance_Search,733,440,491,204,38,1465,52750
2023-12-18,Meta Ads,Performance_Shopping,577,344,372,177,28,1159,41830
2023-12-18,Meta Ads,Remarketing_Display,282,116,178,87,17,697,27220
2023-12-18,Meta Ads,Lead_Generation,458,274,300,138,20,918,33080
2023-12-18,Meta Ads,Display_Generico,918,546,580,282,56,1848,66720
2023-12-18,Meta Ads,Video_Awareness_Amplo,705,420,455,213,37,1417,51150
2023-12-18,TikTok Ads,Performance_Search,519,314,365,137,17,1031,37030
2023-12-18,TikTok Ads,Performance_Shopping,828,492,523,281,24,1668,60240
2023-12-18,TikTok Ads,Remarketing_Display,241,99,155,71,15,596,23280
2023-12-18,TikTok Ads,Lead_Generation,558,333,365,160,33,1120,40410
2023-12-18,TikTok Ads,Display_Generico,1507,903,1001,436,70,3017,108660
2023-12-18,TikTok Ads,Video_Awareness_Amplo,1192,713,785,358,49,2389,86110
2023-12-19,Google Ads,Performance_Search,328,196,215,92,21,658,23720
2023-12-19,Google Ads,Performance_Shopping,304,181,194,93,17,611,22070
2023-12-19,Google Ads,Remarketing_Display,169,69,107,52,10,419,16380
2023-12-19,Google Ads,Lead_Generation,247,148,164,72,11,494,17810
2023-12-19,Google Ads,Display_Generico,586,349,377,183,26,1178,42530
2023-12-19,Google Ads,Video_Awareness_Amplo,696,417,466,194,36,1393,50190
2023-12-19,Meta Ads,Performance_Search,564,337,373,165,26,1131,40790
2023-12-19,Meta Ads,Performance_Shopping,457,272,293,148,16,919,33190
2023-12-19,Meta Ads,Remarketing_Display,238,98,155,70,13,588,22960
2023-12-19,Meta Ads,Lead_Generation,300,180,200,89,11,600,21600
2023-12-19,Meta Ads,Display_Generico,913,540,559,307,47,1845,66750
2023-12-19,Meta Ads,Video_Awareness_Amplo,896,537,597,258,41,1793,64590
2023-12-19,TikTok Ads,Performance_Search,699,416,448,206,45,1406,50770
2023-12-19,TikTok Ads,Performance_Shopping,879,526,583,256,40,1761,63470
2023-12-19,TikTok Ads,Remarketing_Display,312,129,202,93,17,769,30030
2023-12-19,TikTok Ads,Lead_Generation,977,582,628,297,52,1964,70890
2023-12-19,TikTok Ads,Display_Generico,1231,732,777,381,73,2478,89490
2023-12-19,TikTok Ads,Video_Awareness_Amplo,1529,916,1015,437,77,3061,110270
2023-12-20,Google Ads,Performance_Search,324,196,228,83,13,644,23120
2023-12-20,Google Ads,Performance_Shopping,475,286,325,131,19,947,34070
2023-12-20,Google Ads,Remarketing_Display,214,87,124,83,7,531,20790
2023-12-20,Google Ads,Lead_Generation,336,198,204,113,19,681,24660
2023-12-20,Google Ads,Display_Generico,622,372,407,182,33,1247,44940
2023-12-20,Google Ads,Video_Awareness_Amplo,512,305,330,156,26,1029,37150
2023-12-20,Meta Ads,Performance_Search,555,330,353,176,26,1117,40350
2023-12-20,Meta Ads,Performance_Shopping,774,463,512,225,37,1551,55910
2023-12-20,Meta Ads,Remarketing_Display,139,57,85,46,8,344,13440
2023-12-20,Meta Ads,Lead_Generation,498,298,327,150,21,998,35960
2023-12-20,Meta Ads,Display_Generico,975,582,632,298,45,1957,70590
2023-12-20,Meta Ads,Video_Awareness_Amplo,1023,609,655,314,54,2058,74280
2023-12-20,TikTok Ads,Performance_Search,903,543,616,247,40,1803,64860
2023-12-20,TikTok Ads,Performance_Shopping,920,545,573,293,54,1857,67150
2023-12-20,TikTok Ads,Remarketing_Display,434,180,281,137,16,1069,41700
2023-12-20,TikTok Ads,Lead_Generation,455,273,304,126,25,910,32760
2023-12-20,TikTok Ads,Display_Generico,1119,671,748,313,58,2239,80620
2023-12-20,TikTok Ads,Video_Awareness_Amplo,979,584,631,307,41,1966,70930
2023-12-21,Google Ads,Performance_Search,344,204,219,105,20,694,25080
2023-12-21,Google Ads,Performance_Shopping,513,305,324,162,27,1033,37300
2023-12-21,Google Ads,Remarketing_Display,180,74,112,53,15,445,17380
2023-12-21,Google Ads,Lead_Generation,425,252,266,130,29,857,30990
2023-12-21,Google Ads,Display_Generico,688,410,443,207,38,1383,49900
2023-12-21,Google Ads,Video_Awareness_Amplo,416,246,256,136,24,841,30420
2023-12-21,Meta Ads,Performance_Search,550,325,335,187,28,1112,40250
2023-12-21,Meta Ads,Performance_Shopping,743,444,489,223,31,1490,53730
2023-12-21,Meta Ads,Remarketing_Display,237,97,141,83,13,587,22940
2023-12-21,Meta Ads,Lead_Generation,769,458,495,234,40,1546,55810
2023-12-21,Meta Ads,Display_Generico,648,386,415,213,20,1303,47020
2023-12-21,Meta Ads,Video_Awareness_Amplo,822,492,546,240,36,1647,59340
2023-12-21,TikTok Ads,Performance_Search,897,537,595,258,44,1797,64740
2023-12-21,TikTok Ads,Performance_Shopping,807,478,500,273,34,1629,58910
2023-12-21,TikTok Ads,Remarketing_Display,289,120,191,80,18,711,27750
2023-12-21,TikTok Ads,Lead_Generation,980,585,634,293,53,1967,70950
2023-12-21,TikTok Ads,Display_Generico,1465,872,931,452,82,2947,106390
2023-12-21,TikTok Ads,Video_Awareness_Amplo,1225,728,772,390,63,2467,89110
2023-12-22,Google Ads,Performance_Search,519,313,360,138,21,1034,37160
2023-12-22,Google Ads,Performance_Shopping,332,199,220,92,20,664,23930
2023-12-22,Google Ads,Remarketing_Display,135,56,90,39,6,332,12970
2023-12-22,Google Ads,Lead_Generation,287,172,195,85,7,574,20690
2023-12-22,Google Ads,Display_Generico,553,331,366,155,32,1108,39920
2023-12-22,Google Ads,Video_Awareness_Amplo,445,265,287,136,22,895,32300
2023-12-22,Meta Ads,Performance_Search,555,332,365,163,27,1112,40090
2023-12-22,Meta Ads,Performance_Shopping,339,202,222,94,23,681,24590
2023-12-22,Meta Ads,Remarketing_Display,262,108,164,77,21,647,25260
2023-12-22,Meta Ads,Lead_Generation,327,196,217,90,20,654,23570
2023-12-22,Meta Ads,Display_Generico,664,395,421,212,31,1336,48250
2023-12-22,Meta Ads,Video_Awareness_Amplo,889,535,605,249,35,1774,63800
2023-12-22,TikTok Ads,Performance_Search,917,548,600,281,36,1839,66310
2023-12-22,TikTok Ads,Performance_Shopping,830,495,539,248,43,1667,60150
2023-12-22,TikTok Ads,Remarketing_Display,281,116,183,84,14,693,27070
2023-12-22,TikTok Ads,Lead_Generation,1002,597,645,306,51,2014,72690
2023-12-22,TikTok Ads,Display_Generico,1100,657,715,327,58,2207,79590
2023-12-22,TikTok Ads,Video_Awareness_Amplo,1485,885,955,452,78,2985,107700
2023-12-23,Google Ads,Performance_Search,237,143,164,56,17,472,16960
2023-12-23,Google Ads,Performance_Shopping,302,178,186,104,12,612,22160
2023-12-23,Google Ads,Remarketing_Display,83,33,49,29,5,208,8160
2023-12-23,Google Ads,Lead_Generation,216,129,146,62,8,433,15630
2023-12-23,Google Ads,Display_Generico,487,292,328,137,22,974,35090
2023-12-23,Google Ads,Video_Awareness_Amplo,287,171,184,87,16,577,20820
2023-12-23,Meta Ads,Performance_Search,508,300,311,180,17,1028,37200
2023-12-23,Meta Ads,Performance_Shopping,298,179,200,86,12,595,21430
2023-12-23,Meta Ads,Remarketing_Display,184,75,115,57,12,456,17850
